bu_name,session_title,session_type,session_date,session_time,cosine_similarity,recommendation_reason,focus_areas
诺亚,Ling 2.0 and Ling-1T: Scaling Knowledge-Enhanced Large Language Models for Reasoning and Efficiency,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.5544546,该团队在大模型长序列与跨模态推理领域具前沿，Ling 2.0 的稀疏MoE、知识增强与高效训练体系能与其自博弈与学习经验框架直接对接，利于落地与方法对齐。,长序列下的稀疏MoE扩展与参数分布策略及对齐训练; FP8混合精度下的1F1B调度与缓存优化对吞吐与精度的影响分析; 跨模态长文本推理中的输入范式设计与长上下文记忆管理; 知识增强与跨域推理的知识源对齐、混合注意力与RL-based对齐策略; 自博弈与学习经验训练框架在长序列记忆更新与 Latent Reasoning 的应用与评估
诺亚,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.57123876,该团队专注长序列与多模态推理，Session聚焦边缘部署中的持久记忆、检索增强与自我学习。可对接其内存更新、跨模态缓存与学习策略，提升代理在长期任务中适应性与稳健。,持久记忆架构与检索增强生成，支持长期个性化代理行为; 内存更新策略与持续学习在长时序多模态中的应用; 边缘设备长上下文建模：高效注意力、缓存与跨模态输入压缩; 约束下的安全性和可控性：去幻觉、约束感知生成与代理学习框架
诺亚,The Art of (Artificial) Reasoning,Invited Talk,THU 4 DEC,8:30 a.m.,0.51473135,团队专注长序列与多模态推理、后训练推理强化与 RL。聚焦推理边界与小模型对齐，能提供落地的推理策略、记忆更新与 Latent Reasoning 启发，契合度高。,长序列原生架构的精度/缓存/计算量优化策略（如分段推理、层次注意力、缓存设计、量化与剪枝）; 测试阶段推理策略与模型内置记忆更新机制（跨会话记忆、记忆对齐、可解释的推理过程）; 长文本图文多模态输入范式与跨模态长文本推理瓶颈突破（输入分块、跨模态对齐、长期依赖建模）; 自博弈与学习自经验训练框架在后训练中的推理能力提升（Latent Reasoning 融合、RL 在推理中的应用、评测标准）; 小模型对齐与鲁棒性提升及评测方法（对齐指标、跨域鲁棒性、与大模型推理对齐的验证）
诺亚,  → Learning to Learn with Contrastive Meta-Objective,Oral Paper,THU 4 DEC,3:30-4:30,0.50397974,该会议以任务身份对比监督的元学习目标为核心，能为诺亚团队在长序列/多模态模型的自博弈与经验学习框架中提供高效的任务区分信号与泛化提升路径，且实现成本较低。,将对比元目标与长序列多模态记忆/推理的结合点设计与实现; 在自博弈与经验学习框架中融入任务分布条件化的元训练; 优化记忆更新与缓存策略，使对比信号推动记忆/推理组件的改进; 跨模态对齐与表示一致性：利用任务身份对比提升文本-图像等模态的协同学习; 设计面向长序列/多模态任务的元训练评估基准、指标与数据分布，验证泛化与鲁棒性
诺亚,  → EvoLM: In Search of Lost Language Model Training Dynamics,Oral Paper,FRI 5 DEC,10:00-11:00,0.5806896,结合团队对长序列多模态和后训练的关注，EvoLM提供跨阶段的系统训练动态评估、遗忘缓解与跨阶段桥接策略，并提供可复现实验资源，便于优化推理能力与RL应用。,长序列多模态模型在跨阶段训练中的遗忘缓解与记忆更新策略研究; 跨阶段桥接：如何利用继续预训练和RL提升长序列推理能力，同时评估计算/缓存成本权衡; 自博弈与 Latent Reasoning 在大模型长序列任务中的应用设计、评估指标与可复现实验; 面向多模态长文本的推理计算瓶颈及输入范式改进，探索更高效的记忆与推理机制
诺亚,  → Large Language Diffusion Models,Oral Paper,FRI 5 DEC,10:00-11:00,0.5776237,结合团队对长序列与多模态的关注，LLaDA的扩散式语言建模提供新的推理与记忆更新路径，并与 Latent Reasoning、自博弈 等方向具直接技术连接。,长序列扩散LM的架构与优化：研究注意力、缓存和算力权衡，在不显著牺牲精度的前提下扩展序列长度; 测试时推理策略与记忆更新机制：设计高效的推理流程与内置历史记忆的更新规则; 长序列多模态对齐与推理：探讨输入范式下的图文跨模态对齐与长期文本推理瓶颈的突破方法; 自博弈与 learning from experience 在扩散LM中的实现：将自博弈与经验学习融入扩散LM训练与微调框架; Latent Reasoning 的整合与评估：在扩散框架中嵌入潜在推理路径，并建立可解释性与鲁棒性评估机制
诺亚,  → Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,Oral Paper,FRI 5 DEC,10:00-11:00,0.5353041,"该团队专注大模型后训练推理与RL,Session深入探讨RLVR是否真正为LLM注入超越基座模型的推理能力,可为团队的自博弈与经验学习框架提供实证依据与理论验证,助力Latent Reasoning的落地。",RLVR对基座模型推理能力边界的影响评估与实证分析; 自博弈与learning from experience在RLVR中的作用机制与实现路径; Latent Reasoning在强化学习微调中的嵌入方式与性能提升; 数学与编程任务中推理能力的持续自我改进策略与评估框架; RLVR训练后的长序列推理稳定性与记忆更新机制的协同优化
诺亚,  → Memory Mosaics at scale,Oral Paper,FRI 5 DEC,10:00-11:00,0.62026626,"Memory Mosaics在大规模下的记忆存储与快速任务适应能力,与团队在长序列记忆更新机制、测试时推理策略的研究目标高度契合,可为长序列架构演进与多模态记忆管理提供新范式。",Memory Mosaics v2的大规模架构设计与长序列记忆存储优化策略; 测试时推理策略与内置记忆更新机制的协同设计与实现; 万亿token训练下的知识存储效率与在上下文学习能力评估; 多模态长序列记忆对齐与跨模态知识检索增强方案; 长序列推理中的缓存优化与计算量权衡分析
诺亚,  → Boosting Knowledge Utilization in Multimodal Large Language Models via Adaptive Logits Fusion and Attention Reallocation,Oral Paper,FRI 5 DEC,10:00-11:00,0.5671382,"该Session的自适应注意力重分配与知识融合机制,直接对应团队在多模态长序列推理与记忆更新的挑战,能为突破多模态长文本推理瓶颈提供可操作的技术路径。","无训练自适应注意力重分配在长序列多模态推理中的应用与评估; 参数知识与上下文知识的解耦融合策略,缓解知识冲突与提升检索增强效果; 多模态长文本输入范式的优化设计,降低计算瓶颈; 跨模态注意力权重的动态分配机制与长序列一致性保障; 检索增强生成在多模态大模型中的记忆更新与推理策略"
诺亚,  → HyperET: Efficient Training in Hyperbolic Space for Multi-modal Large Language Models,Oral Paper,FRI 5 DEC,10:00-11:00,0.5531186,"HyperET在超球面空间实现跨模态多粒度对齐与参数高效训练,与团队在多模态长序列架构优化、计算量缓存维度的研究目标契合,能提供高效训练与跨模态对齐的新思路。",超球面空间中的跨模态多粒度对齐与层次化表征设计; 参数高效训练策略(对角、块对角、带状矩阵)在长序列多模态模型中的应用; 长序列图文多模态推理的输入范式优化与计算瓶颈突破; 超球面对齐与长序列记忆更新机制的协同设计; 多模态大模型训练成本与对齐质量的权衡分析
诺亚,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.6212126,"该Workshop聚焦大型推理模型的训练与推理效率瓶颈,与团队在长序列架构优化、测试时推理策略及后训练推理强化的研究方向高度契合,能获取前沿的数据、算法与系统协同方案。","测试时推理缩放(test-time scaling)的效率优化策略与长序列适配; 数据、算法与系统协同设计,突破计算、内存、延迟与成本约束; 长序列原生架构在大型推理模型中的演进趋势与实现要点; 自博弈与learning from experience在高效推理训练中的应用; Latent Reasoning的落地路径与可部署性评估框架"
诺亚,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.56014985,"该Workshop聚焦LLM多轮交互中的长时序建模与动态决策,与团队在长序列记忆更新、测试时推理策略的挑战直接相关,能提供长期交互中的记忆管理与推理稳定性的实用方案。",多轮交互中的长序列记忆更新机制与状态跟踪策略; 长时序对话的测试时推理策略与上下文一致性保障; 多模态长序列交互的输入范式设计与计算优化; 跨轮次的记忆对齐与知识累积的鲁棒性评估; 长时序交互任务的评估基准与指标设计
诺亚,"Evaluating the Evolving LLM Lifecycle:  Benchmarks, Emergent Abilities, and Scaling",Workshop,SUN 7 DEC,8 a.m.,0.553464,"该Workshop覆盖LLM全生命周期评估与后训练技术(如RLHF),与团队在大模型后训练推理、RL及长序列架构演进的研究高度契合,能获取评估框架与方法论的前沿洞见。","后训练推理(RLHF/RLVR)的评估方法与基准设计,覆盖长序列与多模态场景; 长序列架构演进中的涌现能力监测与性能评估框架; 自博弈与learning from experience的评估指标与可重复性验证; 测试时推理策略与记忆更新机制的评估标准与工具链; 多模态大模型全生命周期的鲁棒性与泛化能力评估"
诺亚,Multimodal Algorithmic Reasoning Workshop,Workshop,SUN 7 DEC,8 a.m.,0.5654487,"该Workshop聚焦多模态算法推理与跨模态任务,与团队在多模态长序列推理、输入范式突破及后训练推理的研究方向契合,能获取跨模态推理的认知模型与评估框架。","多模态算法推理的认知模型与跨模态推理链路设计; 长序列图文多模态推理的输入范式优化与计算瓶颈突破; 感知-语言-推理的端到端建模与多粒度对齐策略; 多模态推理的评估基准与指标,覆盖长序列与复杂任务场景; 跨模态知识整合与记忆更新在算法推理中的应用"
诺亚,Workshop on Scaling Environments for Agents,Workshop,SUN 7 DEC,8 a.m.,0.517919,"该Workshop强调环境对智能体学习的关键作用,与团队在长序列推理、自博弈与经验学习框架的研究目标契合,能为基于环境交互的持续学习与推理优化提供新视角。","可扩展环境架构对长序列推理与记忆更新的支持设计; 自博弈与learning from experience在大规模环境中的训练框架与评估; 长时序决策任务的推理策略与环境交互的协同优化; Latent Reasoning在端到端自主性与长期规划中的应用; 环境基准与评估框架,覆盖多模态与长序列智能体任务"
