date,time,title,speaker,type
SUN 13 JUL,9:15 a.m.,TabICL: A Tabular Foundation Model for In-Context Learning on Large Data,N/A,Poster Session
SUN 13 JUL,9:30 a.m.,Score-of-Mixture Training: One-Step Generative Model Training Made Simple via Score Estimation of Mixture Distributions,N/A,Poster Session
SUN 13 JUL,9:45 a.m.,Vector Grimoire: Codebook-based Shape Generation under Raster Image Supervision,N/A,Poster Session
SUN 13 JUL,10 a.m.,Latent Thought Models with Variational Bayes Inference-Time Computation,N/A,Poster Session
SUN 13 JUL,10:15 a.m.,UniDB: A Unified Diffusion Bridge Framework via Stochastic Optimal Control,N/A,Poster Session
SUN 13 JUL,10:30 a.m.,"SFT Memorizes, RL Generalizes: A Comparative Study of Foundation Model Post-training",N/A,Poster Session
SUN 13 JUL,10:45 a.m.,WildChat-50M: A Deep Dive Into the Role of Synthetic Data in Post-Training,N/A,Poster Session
SUN 13 JUL,11 a.m.,Scaling Laws for Forgetting during Finetuning with Pretraining Data Injection,N/A,Poster Session
SUN 13 JUL,11:15 a.m.,On Understanding Attention-Based In-Context Learning for Categorical Data,N/A,Poster Session
SUN 13 JUL,11:30 a.m.,Benign Overfitting in Token Selection of Attention Mechanism,N/A,Poster Session
SUN 13 JUL,11:45 a.m.,AdaSplash: Adaptive Sparse Flash Attention,N/A,Poster Session
SUN 13 JUL,12 p.m.,Star Attention: Efficient LLM Inference over Long Sequences,N/A,Poster Session
SUN 13 JUL,12:15 p.m.,Sparse Video-Gen: Accelerating Video Diffusion Transformers with Spatial-Temporal Sparsity,N/A,Poster Session
SUN 13 JUL,12:30 p.m.,Re-ranking Reasoning Context with Tree Search Makes Large Vision-Language Models Stronger,N/A,Poster Session
SUN 13 JUL,12:45 p.m.,On-Device Collaborative Language Modeling via a Mixture of Generalists and Specialists,N/A,Poster Session
SUN 13 JUL,1 p.m.,Beyond Low-rank Decomposition: A Shortcut Approach for Efficient On-Device Learning,N/A,Poster Session
SUN 13 JUL,1:15 p.m.,SAND: One-Shot Feature Selection with Additive Noise Distortion,N/A,Poster Session
SUN 13 JUL,1:30 p.m.,Unisolver: PDE-Conditional Transformers Towards Universal Neural PDE Solvers,N/A,Poster Session
SUN 13 JUL,1:45 p.m.,Neural Genetic Search in Discrete Spaces,N/A,Poster Session
SUN 13 JUL,2 p.m.,Semantic Shift Estimation via Dual-Projection and Classifier Reconstruction for Exemplar-Free Class-Incremental Learning,N/A,Poster Session
SUN 13 JUL,2:15 p.m.,The Importance of Being Lazy: Scaling Limits of Continual Learning,N/A,Poster Session
SUN 13 JUL,2:30 p.m.,Compression via Pre-trained Transformers: A Study on Byte-Level Multimodal Data,N/A,Poster Session
SUN 13 JUL,2:45 p.m.,L3A: Label-Augmented Analytic Adaptation for Multi-Label Class Incremental Learning,N/A,Poster Session
SUN 13 JUL,3 p.m.,Improved Algorithm for Deep Active Learning under Imbalance via Optimal Separation,N/A,Poster Session
SUN 13 JUL,3:15 p.m.,Position: AI Safety should prioritize the Future of Work,N/A,Poster Session
SUN 13 JUL,3:30 p.m.,Position: AI's growing due process problem,N/A,Poster Session
SUN 13 JUL,3:45 p.m.,Position: Generative AI Regulation Can Learn from Social Media Regulation,N/A,Poster Session
SUN 13 JUL,4 p.m.,Position: Current Model Licensing Practices are Dragging Us into a Quagmire of Legal Noncompliance,N/A,Poster Session
SUN 13 JUL,4:15 p.m.,Position: Editing Large Language Models Poses Serious Safety Risks,N/A,Poster Session
SUN 13 JUL,4:30 p.m.,Position: Machine Learning Models Have a Supply Chain Problem,N/A,Poster Session
SUN 13 JUL,4:45 p.m.,Position: AI Agents Need Authenticated Delegation,N/A,Poster Session
SUN 13 JUL,5 p.m.,Position: LLM Social Simulations Are a Promising Research Method,N/A,Poster Session
SUN 13 JUL,5:15 p.m.,Position: Challenges and Future Directions of Data-Centric AI Alignment,N/A,Poster Session
SUN 13 JUL,5:30 p.m.,Position: Causal Machine Learning Requires Rigorous Synthetic Experiments for Broader Adoption,N/A,Poster Session
SUN 13 JUL,5:45 p.m.,Position: Formal Mathematical Reasoning—A New Frontier in AI,N/A,Poster Session
SUN 13 JUL,6 p.m.,Position: An Empirically Grounded Identifiability Theory Will Accelerate Self Supervised Learning Research,N/A,Poster Session
SUN 13 JUL,6:15 p.m.,Position: Enough of Scaling LLMs! Lets Focus on Downscaling,N/A,Poster Session
SUN 13 JUL,6:30 p.m.,Position: In-House Evaluation Is Not Enough. Towards Robust Third-Party Evaluation and Flaw Disclosure for General-Purpose AI,N/A,Poster Session
SUN 13 JUL,6:45 p.m.,Position: We Need An Algorithmic Understanding of Generative AI,N/A,Poster Session
SUN 13 JUL,7 p.m.,Position: Beyond Assistance – Reimagining LLMs as Ethical and Adaptive Co-Creators in Mental Health Care,N/A,Poster Session
ends 1:30 PM,1 p.m.,Hosted Grab and Go Lunch,N/A,Break
ends 3:00 PM,2 p.m.,Generative AI's Collision with Copyright Law,Pamela Samuelson,Invited Talk
ends 4:30 PM,3:30,DeFoG: Discrete Flow Matching for Graph Generation,N/A,Oral
ends 4:30 PM,3:45,MGD3 : Mode-Guided Dataset Distillation using Diffusion Models,N/A,Oral
ends 4:30 PM,4:00,Inductive Moment Matching,N/A,Oral
ends 4:30 PM,4:15,"Train for the Worst, Plan for the Best: Understanding Token Ordering in Masked Diffusions",N/A,Oral
ends 4:30 PM,3:30,Position: Generative AI Regulation Can Learn from Social Media Regulation,N/A,Position
ends 4:30 PM,3:45,Position: Current Model Licensing Practices are Dragging Us into a Quagmire of Legal Noncompliance,N/A,Position
ends 4:30 PM,4:00,Position: AI Agents Need Authenticated Delegation,N/A,Position
ends 4:30 PM,4:15,Position: AI Safety should prioritize the Future of Work,N/A,Position
ends 4:30 PM,3:30,Controlling Underestimation Bias in Constrained Reinforcement Learning for Safe Exploration,N/A,Oral
ends 4:30 PM,3:45,Temporal Difference Flows,N/A,Oral
ends 4:30 PM,4:00,Network Sparsity Unlocks the Scaling Potential of Deep Reinforcement Learning,N/A,Oral
ends 4:30 PM,4:15,Cross-environment Cooperation Enables Zero-shot Multi-agent Coordination,N/A,Oral
ends 4:30 PM,3:30,AdaSplash: Adaptive Sparse Flash Attention,N/A,Oral
ends 4:30 PM,3:45,Accelerating LLM Inference with Lossless Speculative Decoding Algorithms for Heterogeneous Vocabularies,N/A,Oral
ends 4:30 PM,4:00,ConceptAttention: Diffusion Transformers Learn Highly Interpretable Features,N/A,Oral
ends 4:30 PM,4:15,Mixture of Lookup Experts,N/A,Oral
ends 4:30 PM,3:30,Hierarchical Refinement: Optimal Transport to Infinity and Beyond,N/A,Oral
ends 4:30 PM,3:45,Fully Dynamic Euclidean Bi-Chromatic Matching in Sublinear Update Time,N/A,Oral
ends 4:30 PM,4:00,Flowing Datasets with Wasserstein over Wasserstein Gradient Flows,N/A,Oral
ends 4:30 PM,4:15,Addressing Misspecification in Simulation-based Inference through Data-driven Calibration,N/A,Oral
ends 7:00 PM,4:30,Uncertainty-Based Extensible Codebook for Discrete Federated Learning in Heterogeneous Data Silos,N/A,Poster Session
ends 7:00 PM,4:30,DRAG: Data Reconstruction Attack using Guided Diffusion,N/A,Poster Session
ends 7:00 PM,4:30,Approximate Differential Privacy of the ℓ2 Mechanism,N/A,Poster Session
ends 7:00 PM,4:30,Contrastive Private Data Synthesis via Weighted Multi-PLM Fusion,N/A,Poster Session
ends 7:00 PM,4:30,Empirical Privacy Variance,N/A,Poster Session
ends 7:00 PM,4:30,Textual Unlearning Gives a False Sense of Unlearning,N/A,Poster Session
ends 7:00 PM,4:30,Private Model Personalization Revisited,N/A,Poster Session
ends 7:00 PM,4:30,EgoPrivacy: What Your First-Person Camera Says About You?,N/A,Poster Session
ends 7:00 PM,4:30,Theoretically Unmasking Inference Attacks Against LDP-Protected Clients in Federated Vision Models,N/A,Poster Session
ends 7:00 PM,4:30,Scalable Private Partition Selection via Adaptive Weighting,N/A,Poster Session
ends 7:00 PM,4:30,Subgroups Matter for Robust Bias Mitigation,N/A,Poster Session
ends 7:00 PM,4:30,Multiaccuracy and Multicalibration via Proxy Groups,N/A,Poster Session
ends 7:00 PM,4:30,Dissecting Submission Limit in Desk-Rejections: A Mathematical Analysis of Fairness in AI Conference Policies,N/A,Poster Session
ends 7:00 PM,4:30,SPRI: Aligning Large Language Models with Context-Situated Principles,N/A,Poster Session
ends 7:00 PM,4:30,Massive Values in Self-Attention Modules are the Key to Contextual Knowledge Understanding,N/A,Poster Session
ends 7:00 PM,4:30,SAeUron: Interpretable Concept Unlearning in Diffusion Models with Sparse Autoencoders,N/A,Poster Session
ends 7:00 PM,4:30,Constrain Alignment with Sparse Autoencoders,N/A,Poster Session
ends 7:00 PM,4:30,Representation Shattering in Transformers: A Synthetic Study with Knowledge Editing,N/A,Poster Session
ends 7:00 PM,4:30,On Explaining Equivariant Graph Networks via Improved Relevance Propagation,N/A,Poster Session
ends 7:00 PM,4:30,"Inducing, Detecting and Characterising Neural Modules: A Pipeline for Functional Interpretability in Reinforcement Learning",N/A,Poster Session
ends 7:00 PM,4:30,A Unified Comparative Study with Generalized Conformity Scores for Multi-Output Conformal Regression,N/A,Poster Session
ends 7:00 PM,4:30,SEMU: Singular Value Decomposition for Efficient Machine Unlearning,N/A,Poster Session
ends 7:00 PM,4:30,From Individual Experience to Collective Evidence: A Reporting-Based Framework for Identifying Systemic Harms,N/A,Poster Session
ends 7:00 PM,4:30,One Wave To Explain Them All: A Unifying Perspective On Feature Attribution,N/A,Poster Session
ends 7:00 PM,4:30,"Explaining, Fast and Slow: Abstraction and Refinement of Provable Explanations",N/A,Poster Session
ends 7:00 PM,4:30,Algorithmic Recourse for Long-Term Improvement,N/A,Poster Session
ends 7:00 PM,4:30,Textural or Textual: How Vision-Language Models Read Text in Images,N/A,Poster Session
ends 7:00 PM,4:30,A Non-Asymptotic Convergent Analysis for Scored-Based Graph Generative Model via a System of Stochastic Differential Equations,N/A,Poster Session
ends 7:00 PM,4:30,Universal Sparse Autoencoders: Interpretable Cross-Model Concept Alignment,N/A,Poster Session
ends 7:00 PM,4:30,GEFA: A General Feature Attribution Framework Using Proxy Gradient Estimation,N/A,Poster Session
ends 7:00 PM,4:30,Flowing Datasets with Wasserstein over Wasserstein Gradient Flows,N/A,Poster Session
ends 7:00 PM,4:30,Adaptive Learn-then-Test: Statistically Valid and Efficient Hyperparameter Selection,N/A,Poster Session
ends 7:00 PM,4:30,e-GAI: e-value-based Generalized α-Investing for Online False Discovery Rate Control,N/A,Poster Session
ends 7:00 PM,4:30,Flexible Tails for Normalizing Flows,N/A,Poster Session
ends 7:00 PM,4:30,Multilayer Matrix Factorization via Dimension-Reducing Diffusion Variational Inference,N/A,Poster Session
ends 7:00 PM,4:30,Synonymous Variational Inference for Perceptual Image Compression,N/A,Poster Session
ends 7:00 PM,4:30,An Efficient Search-and-Score Algorithm for Ancestral Graphs using Multivariate Information Scores for Complex Non-linear and Categorical Data,N/A,Poster Session
ends 7:00 PM,4:30,The Polynomial Stein Discrepancy for Assessing Moment Convergence,N/A,Poster Session
ends 7:00 PM,4:30,Importance Corrected Neural JKO Sampling,N/A,Poster Session
ends 7:00 PM,4:30,"A Generic Family of Graphical Models: Diversity, Efficiency, and Heterogeneity",N/A,Poster Session
ends 7:00 PM,4:30,G-Sim: Generative Simulations with Large Language Models and Gradient-Free Calibration,N/A,Poster Session
ends 7:00 PM,4:30,Improving the Statistical Efficiency of Cross-Conformal Prediction,N/A,Poster Session
ends 7:00 PM,4:30,Gridded Transformer Neural Processes for Spatio-Temporal Data,N/A,Poster Session
ends 7:00 PM,4:30,Rethinking Aleatoric and Epistemic Uncertainty,N/A,Poster Session
ends 7:00 PM,4:30,Addressing Misspecification in Simulation-based Inference through Data-driven Calibration,N/A,Poster Session
ends 7:00 PM,4:30,BARNN: A Bayesian Autoregressive and Recurrent Neural Network,N/A,Poster Session
ends 7:00 PM,4:30,A Bayesian Model Selection Criterion for Selecting Pretraining Checkpoints,N/A,Poster Session
ends 7:00 PM,4:30,Optimization Proxies using Limited Labeled Data and Training Time -- A Semi-Supervised Bayesian Neural Network Approach,N/A,Poster Session
ends 7:00 PM,4:30,Step-DAD: Semi-Amortized Policy-Based Bayesian Experimental Design,N/A,Poster Session
ends 7:00 PM,4:30,Finite-Time Analysis of Discrete-Time Stochastic Interpolants,N/A,Poster Session
ends 7:00 PM,4:30,FedSMU: Communication-Efficient and Generalization-Enhanced Federated Learning through Symbolic Model Updates,N/A,Poster Session
ends 7:00 PM,4:30,"Flexible, Efficient, and Stable Adversarial Attacks on Machine Unlearning",N/A,Poster Session
ends 7:00 PM,4:30,Fully Dynamic Euclidean Bi-Chromatic Matching in Sublinear Update Time,N/A,Poster Session
ends 7:00 PM,4:30,Towards an Explainable Comparison and Alignment of Feature Embeddings,N/A,Poster Session
ends 7:00 PM,4:30,Expressive Score-Based Priors for Distribution Matching with Geometry-Preserving Regularization,N/A,Poster Session
ends 7:00 PM,4:30,Leveraging Diffusion Model as Pseudo-Anomalous Graph Generator for Graph-Level Anomaly Detection,N/A,Poster Session
ends 7:00 PM,4:30,Neurosymbolic World Models for Sequential Decision Making,N/A,Poster Session
ends 7:00 PM,4:30,Test-time Correlation Alignment,N/A,Poster Session
ends 7:00 PM,4:30,Parameter-Efficient Fine-Tuning of State Space Models,N/A,Poster Session
ends 7:00 PM,4:30,Pareto Merging: Multi-Objective Optimization for Preference-Aware Model Merging,N/A,Poster Session
ends 7:00 PM,4:30,Balancing the Scales: A Theoretical and Algorithmic Framework for Learning from Imbalanced Data,N/A,Poster Session
ends 7:00 PM,4:30,Label Distribution Propagation-based Label Completion for Crowdsourcing,N/A,Poster Session
ends 7:00 PM,4:30,Text-to-LoRA: Instant Transformer Adaption,N/A,Poster Session
ends 7:00 PM,4:30,In-Context Learning and Occam's Razor,N/A,Poster Session
ends 7:00 PM,4:30,Improving Continual Learning Performance and Efficiency with Auxiliary Classifiers,N/A,Poster Session
ends 7:00 PM,4:30,Zero-Shot Adaptation of Parameter-Efficient Fine-Tuning in Diffusion Models,N/A,Poster Session
ends 7:00 PM,4:30,BECAME: Bayesian Continual Learning with Adaptive Model Merging,N/A,Poster Session
ends 7:00 PM,4:30,CALM: Consensus-Aware Localized Merging for Multi-Task Learning,N/A,Poster Session
ends 7:00 PM,4:30,QT-DoG: Quantization-Aware Training for Domain Generalization,N/A,Poster Session
ends 7:00 PM,4:30,Learning Time-Aware Causal Representation for Model Generalization in Evolving Domains,N/A,Poster Session
ends 7:00 PM,4:30,Stray Intrusive Outliers-Based Feature Selection on Intra-Class Asymmetric Instance Distribution or Multiple High-Density Clusters,N/A,Poster Session
ends 7:00 PM,4:30,Prediction models that learn to avoid missing values,N/A,Poster Session
ends 7:00 PM,4:30,Survival Analysis via Density Estimation,N/A,Poster Session
ends 7:00 PM,4:30,Learning Changes in Graphon Attachment Network Models,N/A,Poster Session
ends 7:00 PM,4:30,Time Series Representations with Hard-Coded Invariances,N/A,Poster Session
ends 7:00 PM,4:30,Sample Complexity of Correlation Detection in the Gaussian Wigner Model,N/A,Poster Session
ends 7:00 PM,4:30,Relational Conformal Prediction for Correlated Time Series,N/A,Poster Session
ends 7:00 PM,4:30,Complete-Tree Space Favors Data-Efficient Link Prediction,N/A,Poster Session
ends 7:00 PM,4:30,Contextures: Representations from Contexts,N/A,Poster Session
ends 7:00 PM,4:30,Learning Invariant Causal Mechanism from Vision-Language Models,N/A,Poster Session
ends 7:00 PM,4:30,PaperBench: Evaluating AI’s Ability to Replicate AI Research,N/A,Poster Session
ends 7:00 PM,4:30,MathConstruct: Challenging LLM Reasoning with Constructive Proofs,N/A,Poster Session
ends 7:00 PM,4:30,RBench: Graduate-level Multi-disciplinary Benchmarks for LLM & MLLM Complex Reasoning Evaluation,N/A,Poster Session
ends 7:00 PM,4:30,HiRemate: Hierarchical Approach for Efficient Re-materialization of Neural Networks,N/A,Poster Session
ends 7:00 PM,4:30,BaWA: Automatic Optimizing Pruning Metric for Large Language Models with Balanced Weight and Activation,N/A,Poster Session
ends 7:00 PM,4:30,Fusing Reward and Dueling Feedback in Stochastic Bandits,N/A,Poster Session
ends 7:00 PM,4:30,Stochastic Online Conformal Prediction with Semi-Bandit Feedback,N/A,Poster Session
ends 7:00 PM,4:30,MOGIC: Metadata-infused Oracle Guidance for Improved Extreme Classification,N/A,Poster Session
ends 7:00 PM,4:30,Rethinking Point Cloud Data Augmentation: Topologically Consistent Deformation,N/A,Poster Session
ends 7:00 PM,4:30,Nonparametric Identification of Latent Concepts,N/A,Poster Session
ends 7:00 PM,4:30,Volume-Aware Distance for Robust Similarity Learning,N/A,Poster Session
ends 7:00 PM,4:30,Learning Distances from Data with Normalizing Flows and Score Matching,N/A,Poster Session
ends 7:00 PM,4:30,Model Steering: Learning with a Reference Model Improves Generalization Bounds and Scaling Laws,N/A,Poster Session
ends 7:00 PM,4:30,Scalable Attribute-Missing Graph Clustering via Neighborhood Differentiation,N/A,Poster Session
ends 7:00 PM,4:30,Automatically Identify and Rectify: Robust Deep Contrastive Multi-view Clustering in Noisy Scenarios,N/A,Poster Session
ends 7:00 PM,4:30,Adjustment for Confounding using Pre-Trained Representations,N/A,Poster Session
ends 7:00 PM,4:30,Heterogeneous Treatment Effect in Time-to-Event Outcomes: Harnessing Censored Data with Recursively Imputed Trees,N/A,Poster Session
ends 7:00 PM,4:30,"AutoCATE: End-to-End, Automated Treatment Effect Estimation",N/A,Poster Session
WED 16 JUL,8 a.m.,WiML,N/A,Affinity Workshop
WED 16 JUL,8:30 a.m.,Test of Time Award,N/A,N/A
WED 16 JUL,9:30 a.m.,Exhibits,N/A,N/A
WED 16 JUL,10 a.m.,Reasoning,N/A,Oral
WED 16 JUL,10:00,Roll the dice & look before you leap: Going beyond the creative limits of next-token prediction,N/A,Oral
WED 16 JUL,10:15,Can MLLMs Reason in Multimodality? EMMA: An Enhanced MultiModal ReAsoning Benchmark,N/A,Oral
WED 16 JUL,10:30,rStar-Math: Small LLMs Can Master Math Reasoning with Self-Evolved Deep Thinking,N/A,Oral
WED 16 JUL,10:45,VersaPRM: Multi-Domain Process Reward Model via Synthetic Reasoning Data,N/A,Oral
WED 16 JUL,10:00,A Generalization Theory for Zero-Shot Prediction,N/A,Oral
WED 16 JUL,10:15,Statistical Test for Feature Selection Pipelines by Selective Inference,N/A,Oral
WED 16 JUL,10:30,Learning with Expected Signatures: Theory and Applications,N/A,Oral
WED 16 JUL,10:45,Blink of an eye: a simple theory for feature localization in generative models,N/A,Oral
WED 16 JUL,10:00,Outlier Gradient Analysis: Efficiently Identifying Detrimental Training Samples for Deep Learning Models,N/A,Oral
WED 16 JUL,10:15,Foundation Model Insights and a Multi-Model Approach for Superior Fine-Grained One-shot Subset Selection,N/A,Oral
WED 16 JUL,10:30,SK-VQA: Synthetic Knowledge Generation at Scale for Training Context-Augmented Multimodal LLMs,N/A,Oral
WED 16 JUL,10:45,Improving the Scaling Laws of Synthetic Data with Deliberate Practice,N/A,Oral
WED 16 JUL,10:00,Nonlinearly Preconditioned Gradient Methods under Generalized Smoothness,N/A,Oral
WED 16 JUL,10:15,An Online Adaptive Sampling Algorithm for Stochastic Difference-of-convex Optimization with Time-varying Distributions,N/A,Oral
WED 16 JUL,10:30,Fundamental Bias in Inverting Random Sampling Matrices with Application to Sub-sampled Newton,N/A,Oral
WED 16 JUL,10:45,General framework for online-to-nonconvex conversion: Schedule-free SGD is also effective for nonconvex optimization,N/A,Oral
WED 16 JUL,10:00,One-Step Generalization Ratio Guided Optimization for Domain Generalization,N/A,Oral
WED 16 JUL,10:15,Sanity Checking Causal Representation Learning on a Simple Real-World System,N/A,Oral
SUN 13 JUL,9 a.m.,creative limits of next-token prediction,N/A,Poster Session
SUN 13 JUL,9:15 a.m.,Why Has Predicting Downstream Capabilities of Frontier AI Models with Scale Remained Elusive?,N/A,Poster Session
SUN 13 JUL,9:30 a.m.,FlipAttack: Jailbreak LLMs via Flipping,N/A,Poster Session
SUN 13 JUL,9:45 a.m.,Mastering Board Games by External and Internal Planning with Language Models,N/A,Poster Session
SUN 13 JUL,10 a.m.,AlphaPO: Reward Shape Matters for LLM Alignment,N/A,Poster Session
SUN 13 JUL,10:15 a.m.,MAPLE: Many-Shot Adaptive Pseudo-Labeling for In-Context Learning,N/A,Poster Session
SUN 13 JUL,10:30 a.m.,Guided Search Strategies in Non-Serializable Environments with Applications to Software Engineering Agents,N/A,Poster Session
SUN 13 JUL,10:45 a.m.,MATH-Perturb: Benchmarking LLMs' Math Reasoning Abilities against Hard Perturbations,N/A,Poster Session
SUN 13 JUL,11 a.m.,Organize the Web: Constructing Domains Enhances Pre-Training Data Curation,N/A,Poster Session
SUN 13 JUL,11:15 a.m.,MARGE: Improving Math Reasoning with Guided Exploration,N/A,Poster Session
SUN 13 JUL,11:30 a.m.,ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization,N/A,Poster Session
SUN 13 JUL,11:45 a.m.,BlockDialect: Block-wise Fine-grained Mixed Format Quantization for Energy-Efficient LLM Inference,N/A,Poster Session
SUN 13 JUL,12 p.m.,Communicating Activations Between Language Model Agents,N/A,Poster Session
SUN 13 JUL,12:15 p.m.,AdaDecode: Accelerating LLM Decoding with Adaptive Layer Parallelism,N/A,Poster Session
SUN 13 JUL,12:30 p.m.,RWKVQuant: Quantizing the RWKV Family with Proxy Guided Hybrid of Scalar and Vector Quantization,N/A,Poster Session
SUN 13 JUL,12:45 p.m.,The Emperor's New Clothes in Benchmarking? A Rigorous Examination of Mitigation Strategies for LLM Benchmark Data Contamination,N/A,Poster Session
SUN 13 JUL,1 p.m.,On the Robustness of Reward Models for Language Model Alignment,N/A,Poster Session
SUN 13 JUL,1:15 p.m.,Federated In-Context Learning: Iterative Refinement for Improved Answer Quality,N/A,Poster Session
SUN 13 JUL,1:30 p.m.,"Improving Diversity in Language Models: When Temperature Fails, Change the Loss",N/A,Poster Session
SUN 13 JUL,1:45 p.m.,NExtLong: Toward Effective Long-Context Training without Long Documents,N/A,Poster Session
SUN 13 JUL,2 p.m.,SliM-LLM: Salience-Driven Mixed-Precision Quantization for Large Language Models,N/A,Poster Session
SUN 13 JUL,2:15 p.m.,"Right Now, Wrong Then: Non-Stationary Direct Preference Optimization under Preference Drift",N/A,Poster Session
SUN 13 JUL,2:30 p.m.,Bounded Rationality for LLMs: Satisficing Alignment at Inference-Time,N/A,Poster Session
SUN 13 JUL,2:45 p.m.,LLMs can see and hear without any training,N/A,Poster Session
SUN 13 JUL,3 p.m.,Investigating Non-Transitivity in LLM-as-a-Judge,N/A,Poster Session
SUN 13 JUL,3:15 p.m.,Aligning LLMs by Predicting Preferences from User Writing Samples,N/A,Poster Session
SUN 13 JUL,3:30 p.m.,Look Twice Before You Answer: Memory-Space Visual Retracing for Hallucination Mitigation in Multimodal Large Language Models,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Poster Session 3 West,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Sounding that Object: Interactive Object-Aware Image to Audio Generation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,QuEst: Enhancing Estimates of Quantile-Based Distributional Measures Using Model Predictions,N/A,Poster Session
ends 1:30 PM,11:00-1:30,On Fine-Grained Distinct Element Estimation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Combinatorial Reinforcement Learning with Preference Feedback,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Partially Observable Reinforcement Learning with Memory Traces,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Multi-objective Linear Reinforcement Learning with Lexicographic Rewards,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Near-optimal Regret Using Policy Optimization in Online MDPs with Aggregate Bandit Feedback,N/A,Poster Session
ends 1:30 PM,11:00-1:30,A Theoretical Justification for Asymmetric Actor-Critic Algorithms,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Universal Approximation Theorem of Deep Q-Networks,N/A,Poster Session
ends 1:30 PM,11:00-1:30,AdaWorld: Learning Adaptable World Models with Latent Actions,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Demystifying the Paradox of Importance Sampling with an Estimated History-Dependent Behavior Policy in Off-Policy Evaluation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Multiple-policy Evaluation via Density Estimation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Provable Zero-Shot Generalization in Offline Reinforcement Learning,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Learning with Expected Signatures: Theory and Applications,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Efficient Diffusion Models for Symmetric Manifolds,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Diffusion Models are Secretly Exchangeable: Parallelizing DDPMs via Auto Speculation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,The Limits of Tractable Marginalization,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Exact Upper and Lower Bounds for the Output Distribution of Neural Networks with Random Inputs,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Distributed Conformal Prediction via Message Passing,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Blink of an eye: a simple theory for feature localization in generative models,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Federated Oriented Learning: A Practical One-Shot Personalized Federated Learning Framework,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Statistical Test for Feature Selection Pipelines by Selective Inference,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Making Hard Problems Easier with Custom Data Distributions and Loss Regularization: A Case Study in Modular Arithmetic,N/A,Poster Session
ends 1:30 PM,11:00-1:30,NMA-tune: Generating Highly Designable and Dynamics Aware Protein Backbones,N/A,Poster Session
ends 1:30 PM,11:00-1:30,WGFormer: An SE(3)-Transformer Driven by Wasserstein Gradient Flows for Molecular Ground-State Conformation Prediction,N/A,Poster Session
ends 1:30 PM,11:00-1:30,MF-LAL: Drug Compound Generation Using Multi-Fidelity Latent Space Active Learning,N/A,Poster Session
ends 1:30 PM,11:00-1:30,DISCO: learning to DISCover an evolution Operator for multi-physics-agnostic prediction,N/A,Poster Session
ends 1:30 PM,11:00-1:30,PolyConf: Unlocking Polymer Conformation Generation through Hierarchical Generative Models,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Empower Structure-Based Molecule Optimization with Gradient Guided Bayesian Flow Networks,N/A,Poster Session
ends 1:30 PM,11:00-1:30,DUNIA: Pixel-Sized Embeddings via Cross-Modal Alignment for Earth Observation Applications,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Neural Interpretable PDEs: Harmonizing Fourier Insights with Attention for Scalable and Interpretable Physics Discovery,N/A,Poster Session
ends 1:30 PM,11:00-1:30,QEM-Bench: Benchmarking Learning-based Quantum Error Mitigation and QEMFormer as a Multi-ranged Context Learning Baseline,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Action-Minimization Meets Generative Modeling: Efficient Transition Path Sampling with the Onsager-Machlup Functional,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Chaos Meets Attention: Transformers for Large-Scale Dynamical Prediction,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Scalable Equilibrium Sampling with Sequential Boltzmann Generators,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Symmetry-Driven Discovery of Dynamical Variables in Molecular Simulations,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Learning the Electronic Hamiltonian of Large Atomic Structures,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Beyond Atoms: Enhancing Molecular Pretrained Representations with 3D Space Modeling,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Broadband Ground Motion Synthesis by Diffusion Model with Minimal Condition,N/A,Poster Session
ends 1:30 PM,11:00-1:30,EcoMapper: Generative Modeling for Climate-Aware Satellite Imagery,N/A,Poster Session
