paper_title,authors,pdf_url
Coarse Correspondences Boost Spatial-Temporal Reasoning in Multimodal Language Model,"Benlin Liu, Yuhao Dong, Yiqin Wang, Zixian Ma, Yansong Tang, Luming Tang, Yongming Rao, Wei-Chiu Ma, Ranjay Krishna",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_Coarse_Correspondences_Boost_Spatial-Temporal_Reasoning_in_Multimodal_Language_Model_CVPR_2025_paper.pdf
Diff-Palm: Realistic Palmprint Generation with Polynomial Creases and Intra-Class Variation Controllable Diffusion Models,"Jianlong Jin, Chenglong Zhao, Ruixin Zhang, Sheng Shang, Jianqing Xu, Jingyun Zhang, ShaoMing Wang, Yang Zhao, Shouhong Ding, Wei Jia, Yunsheng Wu",https://openaccess.thecvf.com/content/CVPR2025/papers/Jin_Diff-Palm_Realistic_Palmprint_Generation_with_Polynomial_Creases_and_Intra-Class_Variation_CVPR_2025_paper.pdf
FoundationStereo: Zero-Shot Stereo Matching,"Bowen Wen, Matthew Trepte, Joseph Aribido, Jan Kautz, Orazio Gallo, Stan Birchfield",https://openaccess.thecvf.com/content/CVPR2025/papers/Wen_FoundationStereo_Zero-Shot_Stereo_Matching_CVPR_2025_paper.pdf
Z-Magic: Zero-shot Multiple Attributes Guided Image Creator,"Yingying Deng, Xiangyu He, Fan Tang, Weiming Dong",https://openaccess.thecvf.com/content/CVPR2025/papers/Deng_Z-Magic_Zero-shot_Multiple_Attributes_Guided_Image_Creator_CVPR_2025_paper.pdf
UniNet: A Contrastive Learning-guided Unified Framework with Feature Selection for Anomaly Detection,"Shun Wei, Jielin Jiang, Xiaolong Xu",https://openaccess.thecvf.com/content/CVPR2025/papers/Wei_UniNet_A_Contrastive_Learning-guided_Unified_Framework_with_Feature_Selection_for_CVPR_2025_paper.pdf
Chain of Semantics Programming in 3D Gaussian Splatting Representation for 3D Vision Grounding,"Jiaxin Shi, Mingyue Xiang, Hao Sun, Yixuan Huang, Zhi Weng",https://openaccess.thecvf.com/content/CVPR2025/papers/Shi_Chain_of_Semantics_Programming_in_3D_Gaussian_Splatting_Representation_for_CVPR_2025_paper.pdf
On the Zero-shot Adversarial Robustness of Vision-Language Models: A Truly Zero-shot and Training-free Approach,"Baoshun Tong, Hanjiang Lai, Yan Pan, Jian Yin",https://openaccess.thecvf.com/content/CVPR2025/papers/Tong_On_the_Zero-shot_Adversarial_Robustness_of_Vision-Language_Models_A_Truly_CVPR_2025_paper.pdf
Towards General Visual-Linguistic Face Forgery Detection,"Ke Sun, Shen Chen, Taiping Yao, Ziyin Zhou, Jiayi Ji, Xiaoshuai Sun, Chia-Wen Lin, Rongrong Ji",https://openaccess.thecvf.com/content/CVPR2025/papers/Sun_Towards_General_Visual-Linguistic_Face_Forgery_Detection_CVPR_2025_paper.pdf
Movie Weaver: Tuning-Free Multi-Concept Video Personalization with Anchored Prompts,"Feng Liang, Haoyu Ma, Zecheng He, Tingbo Hou, Ji Hou, Kunpeng Li, Xiaoliang Dai, Felix Juefei-Xu, Samaneh Azadi, Animesh Sinha, Peizhao Zhang, Peter Vajda, Diana Marculescu",https://openaccess.thecvf.com/content/CVPR2025/papers/Liang_Movie_Weaver_Tuning-Free_Multi-Concept_Video_Personalization_with_Anchored_Prompts_CVPR_2025_paper.pdf
LongVALE: Vision-Audio-Language-Event Benchmark Towards Time-Aware Omni-Modal Perception of Long Videos,"Tiantian Geng, Jinrui Zhang, Qingni Wang, Teng Wang, Jinming Duan, Feng Zheng",https://openaccess.thecvf.com/content/CVPR2025/papers/Geng_LongVALE_Vision-Audio-Language-Event_Benchmark_Towards_Time-Aware_Omni-Modal_Perception_of_Long_Videos_CVPR_2025_paper.pdf
MVPortrait: Text-Guided Motion and Emotion Control for Multi-view Vivid Portrait Animation,"Yukang Lin, Hokit Fung, Jianjin Xu, Zeping Ren, Adela S.M. Lau, Guosheng Yin, Xiu Li",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_MVPortrait_Text-Guided_Motion_and_Emotion_Control_for_Multi-view_Vivid_Portrait_CVPR_2025_paper.pdf
MoEdit: On Learning Quantity Perception for Multi-object Image Editing,"Yanfeng Li, Kahou Chan, Yue Sun, Chantong Lam, Tong Tong, Zitong Yu, Keren Fu, Xiaohong Liu, Tao Tan",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_MoEdit_On_Learning_Quantity_Perception_for_Multi-object_Image_Editing_CVPR_2025_paper.pdf
Precise Event Spotting in Sports Videos: Solving Long-Range Dependency and Class Imbalance,"Santra, Sanchayan and Chudasama, Vishal and Wasnik, Pankaj and Balasubramanian, Vineeth N",https://openaccess.thecvf.com/content/CVPR2025/papers/Santra_Precise_Event_Spotting_in_Sports_Videos_Solving_Long-Range_Dependency_and_CVPR_2025_paper.pdf
Real-IAD D3: A Real-World 2D/Pseudo-3D/3D Dataset for Industrial Anomaly Detection,"Wenbing Zhu, Lidong Wang, Ziqing Zhou, Chengjie Wang, Yurui Pan, Ruoyi Zhang, Zhuhao Chen, Linjie Cheng, Bin-Bin Gao, Jiangning Zhang, Zhenye Gan, Yuxie Wang, Yulong Chen, Shuguang Qian, Mingmin Chi, Bo Peng, Lizhuang Ma",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Real-IAD_D3_A_Real-World_2DPseudo-3D3D_Dataset_for_Industrial_Anomaly_Detection_CVPR_2025_paper.pdf
Steady Progress Beats Stagnation: Mutual Aid of Foundation and Conventional Models in Mixed Domain Semi-Supervised Medical Image Segmentation,"Qinghe Ma, Jian Zhang, Zekun Li, Lei Qi, Qian Yu, Yinghuan Shi",https://openaccess.thecvf.com/content/CVPR2025/papers/Ma_Steady_Progress_Beats_Stagnation_Mutual_Aid_of_Foundation_and_Conventional_CVPR_2025_paper.pdf
ATP: Adaptive Threshold Pruning for Efficient Data Encoding in Quantum Neural Networks,"Mohamed Afane, Gabrielle Ebbrecht, Ying Wang, Juntao Chen, Junaid Farooq",https://openaccess.thecvf.com/content/CVPR2025/papers/Afane_ATP_Adaptive_Threshold_Pruning_for_Efficient_Data_Encoding_in_Quantum_CVPR_2025_paper.pdf
Color Alignment in Diffusion,"Ka Chun Shum, Binh-Son Hua, Duc Thanh Nguyen, Sai-Kit Yeung",https://openaccess.thecvf.com/content/CVPR2025/papers/Shum_Color_Alignment_in_Diffusion_CVPR_2025_paper.pdf
LLAVIDAL: A Large LAnguage VIsion Model for Daily Activities of Living,"Dominick Reilly, Rajatsubhra Chakraborty, Arkaprava Sinha, Manish Kumar Govind, Pu Wang, Francois Bremond, Le Xue, Srijan Das",https://openaccess.thecvf.com/content/CVPR2025/papers/Reilly_LLAVIDAL_A_Large_LAnguage_VIsion_Model_for_Daily_Activities_of_CVPR_2025_paper.pdf
Language-Guided Salient Object Ranking,"Fang Liu, Yuhao Liu, Ke Xu, Shuquan Ye, Gerhard Petrus Hancke, Rynson W. H. Lau",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_Language-Guided_Salient_Object_Ranking_CVPR_2025_paper.pdf
Decoupled Motion Expression Video Segmentation,"Hao Fang, Runmin Cong, Xiankai Lu, Xiaofei Zhou, Sam Kwong, Wei Zhang",https://openaccess.thecvf.com/content/CVPR2025/papers/Fang_Decoupled_Motion_Expression_Video_Segmentation_CVPR_2025_paper.pdf
K-LoRA: Unlocking Training-Free Fusion of Any Subject and Style LoRAs,"Ziheng Ouyang, Zhen Li, Qibin Hou",https://openaccess.thecvf.com/content/CVPR2025/papers/Ouyang_K-LoRA_Unlocking_Training-Free_Fusion_of_Any_Subject_and_Style_LoRAs_CVPR_2025_paper.pdf
Towards More General Video-based Deepfake Detection through Facial Component Guided Adaptation for Foundation Model,"Yue-Hua Han, Tai-Ming Huang, Kai-Lung Hua, Jun-Cheng Chen",https://openaccess.thecvf.com/content/CVPR2025/papers/Han_Towards_More_General_Video-based_Deepfake_Detection_through_Facial_Component_Guided_CVPR_2025_paper.pdf
WF-VAE: Enhancing Video VAE by Wavelet-Driven Energy Flow for Latent Video Diffusion Model,"Zongjian Li, Bin Lin, Yang Ye, Liuhan Chen, Xinhua Cheng, Shenghai Yuan, Li Yuan",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_WF-VAE_Enhancing_Video_VAE_by_Wavelet-Driven_Energy_Flow_for_Latent_CVPR_2025_paper.pdf
SP3D: Boosting Sparsely-Supervised 3D Object Detection via Accurate Cross-Modal Semantic Prompts,"Shijia Zhao, Qiming Xia, Xusheng Guo, Pufan Zou, Maoji Zheng, Hai Wu, Chenglu Wen, Cheng Wang",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhao_SP3D_Boosting_Sparsely-Supervised_3D_Object_Detection_via_Accurate_Cross-Modal_Semantic_CVPR_2025_paper.pdf
ARKit LabelMaker: A New Scale for Indoor 3D Scene Understanding,"Guangda Ji, Silvan Weder, Francis Engelmann, Marc Pollefeys, Hermann Blum",https://openaccess.thecvf.com/content/CVPR2025/papers/Ji_ARKit_LabelMaker_A_New_Scale_for_Indoor_3D_Scene_Understanding_CVPR_2025_paper.pdf
VoCo-LLaMA: Towards Vision Compression with Large Language Models,"Xubing Ye, Yukang Gan, Xiaoke Huang, Yixiao Ge, Yansong Tang",https://openaccess.thecvf.com/content/CVPR2025/papers/Ye_VoCo-LLaMA_Towards_Vision_Compression_with_Large_Language_Models_CVPR_2025_paper.pdf
"StreamingT2V: Consistent, Dynamic, and Extendable Long Video Generation from Text","Roberto Henschel, Levon Khachatryan, Hayk Poghosyan, Daniil Hayrapetyan, Vahram Tadevosyan, Zhangyang Wang, Shant Navasardyan, Humphrey Shi",https://openaccess.thecvf.com/content/CVPR2025/papers/Henschel_StreamingT2V_Consistent_Dynamic_and_Extendable_Long_Video_Generation_from_Text_CVPR_2025_paper.pdf
Focal Split: Untethered Snapshot Depth from Differential Defocus,"Junjie Luo, John Mamish, Alan Fu, Thomas Concannon, Josiah Hester, Emma Alexander, Qi Guo",https://openaccess.thecvf.com/content/CVPR2025/papers/Luo_Focal_Split_Untethered_CVPR_2025_paper.pdf
AFL: A Single-Round Analytic Approach for Federated Learning with Pre-trained Models,"Run He, Kai Tong, Di Fang, Han Sun, Ziqian Zeng, Haoran Li, Tianyi Chen, Huiping Zhuang",https://openaccess.thecvf.com/content/CVPR2025/papers/He_AFL_A_Single-Round_Analytic_Approach_for_Federated_Learning_with_Pre-trained_CVPR_2025_paper.pdf
XLRS-Bench: Could Your Multimodal LLMs Understand Extremely Large Ultra-High-Resolution Remote Sensing Imagery?,"Fengxiang Wang, Hongzhen Wang, Zonghao Guo, Di Wang, Yulin Wang, Mingshuo Chen, Qiang Ma, Long Lan, Wenjing Yang, Jing Zhang, Zhiyuan Liu, Maosong Sun",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_XLRS-Bench_Could_Your_Multimodal_LLMs_Understand_Extremely_Large_Ultra-High-Resolution_Remote_CVPR_2025_paper.pdf
BOLT: Boost Large Vision-Language Model Without Training for Long-form Video Understanding,"Shuming Liu, Chen Zhao, Tianqi Xu, Bernard Ghanem",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_BOLT_Boost_Large_Vision-Language_Model_Without_Training_for_Long-form_Video_CVPR_2025_paper.pdf
Efficient Data Driven Mixture-of-Expert Extraction from Trained Networks,"Uranik Berisha, Jens Mehnert, Alexandru Paul Condurache",https://openaccess.thecvf.com/content/CVPR2025/papers/Berisha_Efficient_Data_Driven_Mixture-of-Expert_Extraction_from_Trained_Networks_CVPR_2025_paper.pdf
Reference-Based 3D-Aware Image Editing with Triplanes,"Bahri Batuhan Bilecen, Yigit Yalin, Ning Yu, Aysegul Dundar",https://openaccess.thecvf.com/content/CVPR2025/papers/Bilecen_Reference-Based_3D-Aware_Image_Editing_with_Triplanes_CVPR_2025_paper.pdf
StyleSSP: Sampling StartPoint Enhancement for Training-free Diffusion-based Method for Style Transfer,"Ruojun Xu, Weijie Xi, XiaoDi Wang, Yongbo Mao, Zach Cheng",https://openaccess.thecvf.com/content/CVPR2025/papers/Xu_StyleSSP_Sampling_StartPoint_Enhancement_for_Training-free_Diffusion-based_Method_for_Style_CVPR_2025_paper.pdf
PURA: Parameter Update-Recovery Test-Time Adaption for RGB-T Tracking,"Zekai Shao, Yufan Hu, Bin Fan, Hongmin Liu",https://openaccess.thecvf.com/content/CVPR2025/papers/Shao_PURA_Parameter_Update-Recovery_Test-Time_Adaption_for_RGB-T_Tracking_CVPR_2025_paper.pdf
One is Plenty: A Polymorphic Feature Interpreter for Immutable Heterogeneous Collaborative Perception,"Yuchen Xia, Quan Yuan, Guiyang Luo, Xiaoyuan Fu, Yang Li, Xuanhan Zhu, Tianyou Luo, Siheng Chen, Jinglin Li",https://openaccess.thecvf.com/content/CVPR2025/papers/Xia_One_is_Plenty_A_Polymorphic_Feature_Interpreter_for_Immutable_Heterogeneous_CVPR_2025_paper.pdf
Towards All-in-One Medical Image Re-Identification,"Yuan Tian, Kaiyuan Ji, Rongzhao Zhang, Yankai Jiang, Chunyi Li, Xiaosong Wang, Guangtao Zhai",https://openaccess.thecvf.com/content/CVPR2025/papers/Tian_Towards_All-in-One_Medical_Image_Re-Identification_CVPR_2025_paper.pdf
SegAgent: Exploring Pixel Understanding Capabilities in MLLMs by Imitating Human Annotator Trajectories,"Muzhi Zhu, Yuzhuo Tian, Hao Chen, Chunluan Zhou, Qingpei Guo, Yang Liu",N/A
One is Plenty: A Polymorphic Feature Interpreter for Immutable Heterogeneous Collaborative Perception,"Yuchen Xia, Quan Yuan, Guiyang Luo, Xiaoyuan Fu, Yang Li, Xuanhan Zhu, Tianyou Luo, Siheng Chen, Jinglin Li",https://openaccess.thecvf.com/content/CVPR2025/papers/Xia_One_is_Plenty_A_Polymorphic_Feature_Interpreter_for_Immutable_Heterogeneous_CVPR_2025_paper.pdf
Towards All-in-One Medical Image Re-Identification,"Yuan Tian, Kaiyuan Ji, Rongzhao Zhang, Yankai Jiang, Chunyi Li, Xiaosong Wang, Guangtao Zhai",https://openaccess.thecvf.com/content/CVPR2025/papers/Tian_Towards_All-in-One_Medical_Image_Re-Identification_CVPR_2025_paper.pdf
SegAgent: Exploring Pixel Understanding Capabilities in MLLMs by Imitating Human Annotator Trajectories,"Muzhi Zhu, Yuzhuo Tian, Hao Chen, Chunluan Zhou, Qingpei Guo, Yang Liu, Ming Yang, Chunhua Shen",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_SegAgent_Exploring_Pixel_Understanding_Capabilities_in_MLLMs_by_Imitating_Human_CVPR_2025_paper.pdf
Motions as Queries: One-Stage Multi-Person Holistic Human Motion Capture,"Kenkun Liu, Yurong Fu, Weihao Yuan, Jing Lin, Peihao Li, Xiaodong Gu, Lingteng Qiu, Haoqian Wang, Zilong Dong, Xiaoguang Han",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_Motions_as_Queries_One-Stage_Multi-Person_Holistic_Human_Motion_Capture_CVPR_2025_paper.pdf
SceneCrafter: Controllable Multi-View Driving Scene Editing,"Zehao Zhu, Yuliang Zou, Chiyu Max Jiang, Bo Sun, Vincent Casser, Xiukun Huang, Jiahao Wang, Zhenpei Yang, Ruiqi Gao, Leonidas Guibas, Mingxing Tan, Dragomir Anguelov",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_SceneCrafter_Controllable_Multi-View_Driving_Scene_Editing_CVPR_2025_paper.pdf
AMO Sampler: Enhancing Text Rendering with Overshooting,"Xixi Hu, Keyang Xu, Bo Liu, Qiang Liu, Hongliang Fei",https://openaccess.thecvf.com/content/CVPR2025/papers/Hu_AMO_Sampler_Enhancing_Text_Rendering_with_Overshooting_CVPR_2025_paper.pdf
ImViD: Immersive Volumetric Videos for Enhanced VR Engagement,"Zhengxian Yang, Shi Pan, Shengqi Wang, Haoxiang Wang, Li Lin, Guanjun Li, Zhengqi Wen, Borong Lin, Jianhua Tao, Tao Yu",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_ImViD_Immersive_Volumetric_Videos_for_Enhanced_VR_Engagement_CVPR_2025_paper.pdf
Integral Fast Fourier Color Constancy,"Wenjun Wei, Yanlin Qian, Huaian Chen, Junkang Dai, Yi Jin",https://openaccess.thecvf.com/content/CVPR2025/papers/Wei_Integral_Fast_Fourier_Color_Constancy_CVPR_2025_paper.pdf
I2VGuard: Safeguarding Images against Misuse in Diffusion-based Image-to-Video Models,"Dongnan Gui, Xun Guo, Wengang Zhou, Yan Lu",https://openaccess.thecvf.com/content/CVPR2025/papers/Gui_I2VGuard_Safeguarding_Images_against_Misuse_in_Diffusion-based_Image-to-Video_Models_CVPR_2025_paper.pdf
Saliuitl: Ensemble Salience Guided Recovery of Adversarial Patches against CNNs,"Mauricio Byrd Victorica, György Dán, Henrik Sandberg",https://openaccess.thecvf.com/content/CVPR2025/papers/Victorica_Saliuitl_Ensemble_Salience_Guided_Recovery_of_Adversarial_Patches_against_CNNs_CVPR_2025_paper.pdf
HeatFormer: A Neural Optimizer for Multiview Human Mesh Recovery,"Yuto Matsubara, Ko Nishino",https://openaccess.thecvf.com/content/CVPR2025/papers/Matsubara_HeatFormer_A_Neural_Optimizer_for_Multiview_Human_Mesh_Recovery_CVPR_2025_paper.pdf
ResCLIP: Residual Attention for Training-free Dense Vision-language Inference,"Yuhang Yang, Jinhong Deng, Wen Li, Lixin Duan",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_ResCLIP_Residual_Attention_for_Training-free_Dense_Vision-language_Inference_CVPR_2025_paper.pdf
GPS as a Control Signal for Image Generation,"Chao Feng, Ziyang Chen, Aleksander Holynski, Alexei A. Efros, Andrew Owens",https://openaccess.thecvf.com/content/CVPR2025/papers/Feng_GPS_as_a_Control_Signal_for_Image_Generation_CVPR_2025_paper.pdf
CPath-Omni: A Unified Multimodal Foundation Model for Patch and Whole Slide Image Analysis in Computational Pathology,"Yuxuan Sun, Yixuan Si, Chenglu Zhu, Gong Xuan, Kai Zhang, Pingyi Chen, Ye Zhang, Zhongyi Shui, Tao Lin, Lin Yang",https://openaccess.thecvf.com/content/CVPR2025/papers/Sun_CPath-Omni_A_Unified_Multimodal_Foundation_Model_for_Patch_and_Whole_CVPR_2025_paper.pdf
OPTICAL: Leveraging Optimal Transport for Contribution Allocation in Dataset Distillation,"Xiao Cui, Yulei Qin, Wengang Zhou, Hongsheng Li, Houqiang Li",https://openaccess.thecvf.com/content/CVPR2025/papers/Cui_OPTICAL_Leveraging_Optimal_Transport_for_Contribution_Allocation_in_Dataset_Distillation_CVPR_2025_paper.pdf
MAGiC-SLAM: Multi-Agent Gaussian Globally Consistent SLAM,"Vladimir Yugay, Theo Gevers, Martin R. Oswald",https://openaccess.thecvf.com/content/CVPR2025/papers/Yugay_MAGiC-SLAM_Multi-Agent_Gaussian_Globally_Consistent__SLAM_CVPR_2025_paper.pdf
"Dispider: Enabling Video LLMs with Active Real-Time Interaction via Disentangled Perception, Decision, and Reaction","Rui Qian, Shuangrui Ding, Xiaoyi Dong, Pan Zhang, Yuhang Zang, Yuhang Cao, Dahua Lin, Jiaqi Wang",https://openaccess.thecvf.com/content/CVPR2025/papers/Qian_Dispider_Enabling_Video_LLMs_with_Active_Real-Time_Interaction_via_Disentangled_CVPR_2025_paper.pdf
NTClick: Achieving Precise Interactive Segmentation With Noise-tolerant Clicks,"Chenyi Zhang, Ting Liu, Xiaochao Qu, Luoqi Liu, Yao Zhao, Yunchao Wei",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_NTClick_Achieving_Precise_Interactive_Segmentation_With_Noise-tolerant_Clicks_CVPR_2025_paper.pdf
Show and Segment: Universal Medical Image Segmentation via In-Context Learning,"Yunhe Gao, Di Liu, Zhuowei Li, Yunsheng Li, Dongdong Chen, Mu Zhou, Dimitris N. Metaxas",https://openaccess.thecvf.com/content/CVPR2025/papers/Gao_Show_and_Segment_Universal_Medical_Image_Segmentation_via_In-Context_Learning_CVPR_2025_paper.pdf
MVGenMaster: Scaling Multi-View Generation from Any Image via 3D Priors Enhanced Diffusion Model,"Chenjie Cao, Chaohui Yu, Shang Liu, Fan Wang, Xiangyang Xue, Yanwei Fu",https://openaccess.thecvf.com/content/CVPR2025/papers/Cao_MVGenMaster_Scaling_Multi-View_Generation_from_Any_Image_via_3D_Priors_CVPR_2025_paper.pdf
CADCrafter: Generating Computer-Aided Design Models from Unconstrained Images,"Cheng Chen, Jiacheng Wei, Tianrun Chen, Chi Zhang, Xiaofeng Yang, Shangzhan Zhang, Bingchen Yang, Chuan-Sheng Foo, Guosheng Lin, Qixing Huang, Fayao Liu",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_CADCrafter_Generating_Computer-Aided_Design_Models_from_Unconstrained_Images_CVPR_2025_paper.pdf
Bayesian Test-Time Adaptation for Vision-Language Models,"Lihua Zhou, Mao Ye, Shuaifeng Li, Nianxin Li, Xiatian Zhu, Lei Deng, Hongbin Liu, Zhen Lei",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_Bayesian_Test-Time_Adaptation_for_Vision-Language_Models_CVPR_2025_paper.pdf
Generative Multiview Relighting for 3D Reconstruction under Extreme Illumination Variation,"Hadi Alzayer, Philipp Henzler, Jonathan T. Barron, Jia-Bin Huang, Pratul P. Srinivasan, Dor Verbin",https://openaccess.thecvf.com/content/CVPR2025/papers/Alzayer_Generative_Multiview_Relighting_for_3D_Reconstruction_under_Extreme_Illumination_Variation_CVPR_2025_paper.pdf
Causal Composition Diffusion Model for Closed-loop Traffic Generation,"Haohong Lin, Xin Huang, Tung Phan, David Hayden, Huan Zhang, Ding Zhao, Siddhartha Srinivasa, Eric Wolff, Hongge Chen",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_Causal_Composition_Diffusion_Model_for_Closed-loop_Traffic_Generation_CVPR_2025_paper.pdf
Change3D: Revisiting Change Detection and Captioning from A Video Modeling Perspective,"Duowang Zhu, Xiaohu Huang, Haiyan Huang, Hao Zhou, Zhenfeng Shao",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Change3D_Revisiting_Change_Detection_and_Captioning_from_A_Video_Modeling_CVPR_2025_paper.pdf
Towards Precise Scaling Laws for Video Diffusion Transformers,"Yin, Yuanyang and Zhao, Yaqi and Zheng, Mingwu and Lin, Ke and Ou, Jiarong and Chen, Rui and Huang, Victor Shea-Jay and Wang, Jiahao and Tao, Xin and Wan, Pengfei and Zhang, Di and Yin, Baoqun and Zhang, Wentao and Gai, Kun",https://openaccess.thecvf.com/content/CVPR2025/papers/Yin_Towards_Precise_Scaling_Laws_for_Video_Diffusion_Transformers_CVPR_2025_paper.pdf
RoGSplat: Learning Robust Generalizable Human Gaussian Splatting from Sparse Multi-View Images,"Xiao, Junjin and Zhang, Qing and Nie, Yonewei and Zhu, Lei and Zheng, Wei-Shi",https://openaccess.thecvf.com/content/CVPR2025/papers/Xiao_RoGSplat_Learning_Robust_Generalizable_Human_Gaussian_Splatting_from_Sparse_Multi-View_CVPR_2025_paper.pdf
SDBF: Steep-Decision-Boundary Fingerprinting for Hard-Label Tampering Detection of DNN Models,"Bai, Xiaofan and Li, Shixin and Ma, Xiaojing and Zhu, Bin Benjamin and Zhang, Dongmei and Yu, Linchen",https://openaccess.thecvf.com/content/CVPR2025/papers/Bai_SDBF_Steep-Decision-Boundary_Fingerprinting_for_Hard-Label_Tampering_Detection_of_DNN_Models_CVPR_2025_paper.pdf
EnliveningGS: Active Locomotion of 3DGS,"Shen, Siyuan and Shao, Tianjia and Zhou, Kun and Jiang, Chenfanfu and Yang, Yin",https://openaccess.thecvf.com/content/CVPR2025/papers/Shen_EnliveningGS_Active_Locomotion_of_3DGS_CVPR_2025_paper.pdf
SPMTrack: Spatio-Temporal Parameter-Efficient Fine-Tuning with Mixture of Experts for Scalable Visual Tracking,"Cai, Wenrui and Liu, Qingjie and Wang, Yunhong",https://openaccess.thecvf.com/content/CVPR2025/papers/Cai_SPMTrack_Spatio-Temporal_Parameter-Efficient_Fine-Tuning_with_Mixture_of_Experts_for_Scalable_CVPR_2025_paper.pdf
AnyCam: Learning to Recover Camera Poses and Intrinsics from Casual Videos,"Wimbauer, Felix and Chen, Weirong and Muhle, Dominik and Rupprecht, Christian and Cremers, Daniel",https://openaccess.thecvf.com/content/CVPR2025/papers/Wimbauer_AnyCam_Learning_to_Recover_Camera_Poses_and_Intrinsics_from_Casual_CVPR_2025_paper.pdf
Knowledge-Aligned Counterfactual-Enhancement Diffusion Perception for Unsupervised Cross-Domain Visual Emotion Recognition,"Yin, Wen and Wang, Yong and Duan, Guiduo and Zhang, Dongyang and Hu, Xin and Li, Yuan-Fang and He, Tao",https://openaccess.thecvf.com/content/CVPR2025/papers/Yin_Knowledge-Aligned_Counterfactual-Enhancement_Diffusion_Perception_for_Unsupervised_Cross-Domain_Visual_Emotion_Recognition_CVPR_2025_paper.pdf
Distilling Multi-modal Large Language Models for Autonomous Driving,"Hegde, Deepti and Yasarla, Rajeev and Cai, Hong and Han, Shizhong and Bhattacharyya, Apratim and Mahajan, Shweta and Liu, Litian and Garrepalli, Risheek and Patel, Vishal M. and Porikli, Fatih",https://openaccess.thecvf.com/content/CVPR2025/papers/Hegde_Distilling_Multi-modal_Large_Language_Models_for_Autonomous_Driving_CVPR_2025_paper.pdf
Pixel-aligned RGB-NIR Stereo Imaging and Dataset for Robot Vision,"Kim, Jinnyeong and Baek, Seung-Hwan",https://openaccess.thecvf.com/content/CVPR2025/papers/Kim_Pixel-aligned_RGB-NIR_Stereo_Imaging_and_Dataset_for_Robot_Vision_CVPR_2025_paper.pdf
Can Machines Understand Composition? Dataset and Benchmark for Photographic Image Composition Embedding and Understanding,Zhaoran Zhao and Peng Lu and Anran Zhang and Peipei Li and Xia Li and Xuannan Liu and Yang Hu and Shiyi Chen and Liwei Wang and Wenhao Guo,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhao_Can_Machines_Understand_Composition_Dataset_and_Benchmark_for_Photographic_Image_CVPR_2025_paper.pdf
LPOSS: Label Propagation Over Patches and Pixels for Open-vocabulary Semantic Segmentation,Vladan Stojnić and Yannis Kalantidis and Jiří Matas and Giorgos Tolias,https://openaccess.thecvf.com/content/CVPR2025/papers/Stojnic_LPOSS_Label_Propagation_Over_Patches_and_Pixels_for_Open-vocabulary_Semantic_CVPR_2025_paper.pdf
Towards Efficient Foundation Model for Zero-shot Amodal Segmentation,Zhaochen Liu and Limeng Qiao and Xiangxiang Chu and Lin Ma and Tingting Jiang,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_Towards_Efficient_Foundation_Model_for_Zero-shot_Amodal_Segmentation_CVPR_2025_paper.pdf
PhysGen3D: Crafting a Miniature Interactive World from a Single Image,Boyuan Chen and Hanxiao Jiang and Shaowei Liu and Saurabh Gupta and Yunzhu Li and Hao Zhao and Shenlong Wang,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_PhysGen3D_Crafting_a_Miniature_Interactive_World_from_a_Single_Image_CVPR_2025_paper.pdf
Docopilot: Improving Multimodal Models for Document-Level Understanding,"Duan, Yuchen and Chen, Zhe and Hu, Yusong and Wang, Weiyun and Ye, Shenglong and Shi, Botian and Lu, Lewei and Hou, Qibin and Lu, Tong and Li, Hongsheng and Dai, Jifeng and Wang, Wenhai",https://openaccess.thecvf.com/content/CVPR2025/papers/Duan_Docopilot_Improving_Multimodal_Models_for_Document-Level_Understanding_CVPR_2025_paper.pdf
Scaling Properties of Diffusion Models For Perceptual Tasks,"Ravishankar, Rahul and Patel, Zeeshan and Rajasegaran, Jathushan and Malik, Jitendra",https://openaccess.thecvf.com/content/CVPR2025/papers/Ravishankar_Scaling_Properties_of_Diffusion_Models_For_Perceptual_Tasks_CVPR_2025_paper.pdf
