bu_name,session_title,session_type,session_date,session_time,base_cosine,rel,tech_overlap,novelty,actionability,confidence,final_score,scoring_reason,recommendation_reason,focus_areas
温哥华云,  → Breaking the Performance Ceiling in Reinforcement Learning requires Inference Strategies,Oral Paper,THU 4 DEC,10:00-11:00,0.5096479654312134,0.7,0.6,0.8,0.6,0.9,0.63175,"Session focuses on inference strategies to improve RL performance which relates to the BU's focus on stable, scalable RL and long-horizon challenges. While inference time optimization complements BU needs, it lacks emphasis on off-policy training, multimodal fusion, or real-world constraints, limiting direct actionability.",本次研究展示了在多智能体复杂任务中，通过推理阶段的策略显著突破性能瓶颈，这对解决实际强化学习中样本效率和稳定性挑战尤为关键，契合温哥华云在高,多智能体强化学习; 推理策略优化; 性能瓶颈突破; 复杂任务泛化; 离线与在线结合
温哥华云,  → QoQ-Med: Building Multimodal Clinical Foundation Models with Domain-Aware GRPO Training,Oral Paper,FRI 5 DEC,10:00-11:00,0.42156943678855896,0.7,0.6,0.7,0.6,0.9,0.62225,"Session addresses multimodal RL with clinical data using domain-aware RL optimization, overlapping with BU's need for efficient RL in multimodal contexts. Technical methods like DRPO relate to preference/reward learning. Moderate novelty and actionable insights for distributed RL training and robust multimodal fusion.",本Session通过引入领域感知的强化学习优化，显著提升了多模态医疗模型对稀缺数据和多模态难度的适应能力，契合部署中对数据效率和稳定优化的核,领域感知强化学习; 多模态临床数据融合; 稀缺数据处理; 稳定的离线优化; 模型可重用和复现
温哥华云,"Human-AI Alignment: Foundations, Methods, Practice, and Challenges",Tutorial,TUE 2 DEC,9:30 a.m.,0.37354743480682373,0.7,0.6,0.7,0.6,0.8,0.5895,"The session on Human-AI alignment broadly intersects with reinforcement fine-tuning and safe adaptation challenges, but lack of specific technical details limits precise matching. Alignment methods may offer valuable insights on preference modeling and safety relevant to BU's needs.",该Session深入探讨了强化学习中的稀疏奖励和跨模态信用分配，正好对我们解决RFT中长周期稀疏信号及多模态决策问题有直接启发。能助力提升多,稀疏奖励信号优化; 跨模态信用分配; 长周期离线优化; 可扩展评估标准; 安全在线适应
温哥华云,Cosmos World Foundation Model Platform for Physical AI,Expo Talk Panel,WED 3 DEC,4:30 p.m.,0.47694313526153564,0.7,0.6,0.7,0.5,0.8,0.5805,"Session discusses a foundation model platform for Physical AI with improvements in prediction, transfer, and reasoning, aligning moderately with BU's reinforcement fine-tuning and embodied AI challenges. Some technical overlap in simulation and world modeling, but lacks explicit details on RL optimization or serving infrastructure.",该Session聚焦实现物理AI中的预测和推理，与温哥华云在强化学习稳定性和跨模态多任务优化上的挑战高度契合，能借鉴最新平台提升模拟与现实环,多模态强化学习; 稀疏奖励优化; 分布式训练容错; 传感器融合校准; 仿真与真实环境一致性
温哥华云,Foundations of Imitation Learning: From Language Modeling to Continuous Control,Tutorial,TUE 2 DEC,1:30 p.m.,0.4604099988937378,0.7,0.6,0.7,0.5,0.8,0.5805,"The session on imitation learning and continuous control aligns with BU interest in RL and control for embodied agents. Although lacking abstract details, foundational knowledge is relevant but less focused on RFT specifics and production challenges, leading to moderate actionability and overlap.",本BU面临长周期稀疏信号下的稳定离策略优化和多模态路径信用归因问题，教程涵盖模仿学习基础，有助于提升强化学习在实际复杂场景中的效果与稳定性。,强化学习优化策略; 多模态信用归因; 稀疏奖励处理; 数据高效偏好学习; 稳定离策略训练
温哥华云,"Evaluating the Evolving LLM Lifecycle:  Benchmarks, Emergent Abilities, and Scaling",Workshop,SUN 7 DEC,8 a.m.,0.42008858919143677,0.7,0.5,0.6,0.5,0.85,0.5550000000000002,"The session covers evaluation of LLMs including RLHF, aligning with BU's interest in reinforcement fine-tuning and evaluation metrics. However, it focuses less on embodied AI or distributed RL training, limiting technical overlap and actionability slightly.",本BU面临的在线适应与稀疏回报问题与会议中强化学习后训练（RLHF）的评估方法高度契合，有助于解决真实环境下的稳定优化与可扩展评测难题。,强化学习后训练评估; 稀疏与延迟回报优化; 多模态信用分配; 稳定性与再现性; 弹性分布式训练
温哥华云,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,Workshop,SAT 6 DEC,8 a.m.,0.37936466932296753,0.7,0.5,0.6,0.5,0.85,0.5550000000000002,"The workshop addresses uncertainty-aware decision-making and ML-OR integration, relevant to the BU's RL challenges with uncertainty and optimization. However, it lacks direct focus on embodied AI or reinforcement learning specifics, limiting overlap and immediate actionable insights.",本次研讨会探讨将机器学习与运筹学结合，帮助解决我们在强化学习中遇到的数据效率和不确定性处理问题，同时提升对复杂系统长期决策时的解释性和稳定性,数据效率提升; 不确定性建模; 长期优化决策; 多模态信号处理; 模型解释性增强
多伦多云,BeeAI,Expo Demonstration,TUE 2 DEC,noon,0.68430495262146,0.9,0.8,0.7,0.8,0.9,0.7932499999999999,"Both focus on building reliable, controlled AI agents emphasizing safety, reliability, and deterministic behavior; BeeAI's declarative control framework aligns well with the BU's concerns, offering concrete methodologies and lessons usable soon while providing novel abstraction insights.",BeeAI的声明式规则和RequirementAgent设计精准实现了多模型间的可控执行和一致性，契合多伦多云对可信动作和在线改进的硬性需求,声明式规则控制; 确定性执行机制; 跨模型一致性; 动作可信保障; 在线持续优化
多伦多云,"LAW 2025: Bridging Language, Agent, and World Models for Reasoning and Planning",Workshop,SUN 7 DEC,8 a.m.,0.5007280111312866,0.9,0.8,0.7,0.6,0.9,0.7742499999999999,"Session focuses on integrating language, agent, and world models aligning well with BU's agent competency, evaluation, and reliability framework. Technical overlap in planning and autonomy present. Workshop setting suggests moderate actionable insights and good learning potential.",这个研讨会关注语言、智能体和世界模型的整合，正好对应我们构建可解释、多步骤规划和实时优化AI代理的核心需求。能从模型协同视角深入探讨复杂环境,语言模型集成; 智能体行为规划; 世界模型构建; 多步骤推理; 模型在线优化
多伦多云,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.5843024253845215,0.85,0.75,0.8,0.7,0.9,0.75525,"The workshop aligns well on AI agents, adaptation, and memory systems, matching the BU's focus on evaluation, reliability, and continuous learning. Techniques overlap in agentic learning and memory augmentation. The BU can gain novel insights on deployment challenges and persistent memory systems, supporting actionable improvements.",多伦多云关注构建可靠且可持续学习的智能体，与该研讨会探讨的持久记忆和自适应代理方法高度契合，能借助结构化追踪和在线优化提升边缘部署的智能体性,持久记忆架构; 在线优化循环; 智能体可信保障; 边缘设备部署; 持续学习机制
多伦多云,Agentic AI/RL,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.6472439169883728,0.85,0.7,0.75,0.7,0.9,0.7338749999999998,"The session focuses on agentic AI environments, evaluation, safety, and reinforcement learning tools aligning well with BU's interests in agent evaluation, safety, and continuous learning loops, providing relevant insights and technical methods applicable for their framework development.",该BU关注评价标准与持续学习，而Session强调环境与工具搭建，二者结合能完善强化学习环境的评估与安全策略，推动多步骤决策的健壮性和在线优,层级能力分类; 安全事务语义; 在线优化循环; 多步计划验证; 环境与训练一体化
多伦多云,Deep Learning for Code in the Agentic Era,Workshop,SAT 6 DEC,8 a.m.,0.5816721320152283,0.85,0.7,0.75,0.7,0.9,0.7338749999999998,"The session focuses on agentic AI systems for coding, aligning well with BU's robust AI agent challenges. Shared themes include evaluation, robustness, and multi-step planning. Technical overlap is moderate with deep learning methods. Likely high novelty and actionable insights for model evaluation and safe operation.",这个Workshop聚焦编码智能体的多步规划与工具调用，与我们BU对层次能力评估和安全写操作的需求高度契合，有助完善线上迭代和错误恢复机制。,层次能力分类; 可靠写操作保障; 多步规划与决策; 线上优化反馈; 安全自动回滚
多伦多云,"PRIME Guardrails in Action: A Live Demonstration of an Agentic, Multi-Layered Safety Framework for Generative AI",Expo Demonstration,TUE 2 DEC,noon,0.578654408454895,0.8,0.7,0.7,0.75,0.9,0.7124999999999999,"Both focus on ensuring trustworthiness and safety in AI agents via multi-layered guardrails, real-time monitoring, and policy enforcement. Session shows practical, agentic guardrail implementation resonating with BU's focus on evaluation and write safety. Learning about PRIME framework offers actionable insights.",该Session介绍的多层次安全框架与风险管控机制，正好契合多伦多云对可信代理的动作保障及实时威胁评估需求，有助优化代理的安全监控和攻击防御,多层安全框架; 实时威胁评估; 代理动作保障; 策略风险干预; 跨模态安全监控
多伦多云,ContextForge,Expo Demonstration,TUE 2 DEC,noon,0.5703455209732056,0.8,0.7,0.75,0.7,0.9,0.7124999999999999,"Session addresses AI agent trustworthiness and security controls, complementing BU's focus on evaluation and safety. Plugin security hooks align with behavioral control and transactional safety. Open source context gating offers practical innovation with strong technical method overlap.",该Session的插件架构和细粒度安全控制正好对应多伦多云BU对代理动作可信性和安全策略的要求，能助力实现复杂场景下的安全治理与策略执行。,细粒度安全控制; 插件架构设计; 代理行为可信性; 安全策略执行; 实时风险监测
多伦多云,Workshop on Scaling Environments for Agents,Workshop,SUN 7 DEC,8 a.m.,0.5848758220672607,0.85,0.65,0.75,0.6,0.9,0.7077500000000001,"The session's focus on scaling interactive environments directly supports the BU's needs for evaluation and learning in AI agents. Technical overlap exists around environment design and agent interaction, though some BU specifics (e.g., transactional semantics, multi-step credit assignment) are less covered. High potential learning and actionable environment insights.",Session聚焦环境设计与交互对智能体行为影响，正契合多伦多云对环境中动作可信性和在线改进机制的需求，能助力提升智能体的长期规划和多步骤能,环境设计与评估; 多步骤计划验证; 在线学习与改进; 动作可信保障; 多智能体仿真
多伦多云,Multi-Agent Systems in Industry: From Research to Real-World Impact,Expo Workshop,WED 3 DEC,noon,0.6069952249526978,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"Session covers multi-agent system deployment with emphasis on safety, reliability, and human-in-the-loop collaboration, aligning well with BU's focus on agent reliability, trustworthiness, and continuous learning frameworks.",本BU强调多代理系统可靠性与持续学习，符合会议中对多代理系统规模化部署和安全性的关注，有助于提升工业多代理系统的稳定与实时优化能力。,代理系统可靠性; 持续学习机制; 事务语义保证; 在线改进循环; 多步规划验证
多伦多云,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.5354042053222656,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"The session aligns well with the BU's focus on multi-turn interactions, long-horizon evaluation, and agentic tasks. Techniques like RL learning, alignment, and long-term evaluation overlap with the BU's needs. The workshop offers valuable insights but may lack direct methods for transactional semantics and safety rollbacks.",多伦多云致力于打造可信赖的多步决策智能体，该Session聚焦长时交互与多轮学习正对解决连续性学习、行动可靠性和长期评估关键问题非常契合。,多轮强化学习; 长时效评测; 行动事务性保障; 人机交互对齐; 持续在线优化
多伦多云,Reliable ML from Unreliable Data,Workshop,SAT 6 DEC,8 a.m.,0.5509577989578247,0.85,0.65,0.7,0.6,0.9,0.703,The session focuses on reliable ML under distribution shifts and adversarial conditions aligning with BU's focus on reliable AI agents. Shared techniques in robustness and causal inference overlap moderately. The session offers novel ideas and actionable insights for improving reliability in complex ML systems.,多伦多云关注多步策划的长期效应与分布迁移，和本研讨会在应对数据不可靠性、分布移位及对抗鲁棒性上的核心挑战高度契合，有助构建稳健且可持续的智能,分布迁移; 对抗鲁棒性; 多步规划验证; 因果分析; 在线优化循环
多伦多云,Planning in the Era of Language Models,Tutorial,TUE 2 DEC,9:30 a.m.,0.5291517376899719,0.8,0.7,0.7,0.6,0.9,0.6982499999999998,"The session focuses on foundational planning methodologies relevant to LLM-based agents, aligning well with the BU's hierarchical, principled AI agent challenges. Some technical specificity on transactional semantics and evaluation may differ, but overall the tutorial offers valuable frameworks and insights for the BU.",该Session深入探讨如何将自动规划的原则应用于LLM代理，包括分层能力定义和执行行动的可靠机制，契合BU对多层次能力分离和可信行动的需求,自动规划方法论; 语言模型集成; 行动可信保障; 多层次能力框架; 在线优化与反馈
多伦多云,"Human-AI Alignment: Foundations, Methods, Practice, and Challenges",Tutorial,TUE 2 DEC,9:30 a.m.,0.45237529277801514,0.8,0.7,0.6,0.5,0.9,0.67925,"The session on Human-AI alignment aligns well with BU's focus on trustworthy, reliable AI agents. While the session is broad, methods for behavioral control and evaluation relate to the BU's challenges. Without specifics, actionability and novelty remain moderate.",多伦多云关注AI代理的可靠性和持续学习，会议教程涉及评价框架、事务语义保障代理行为可信，以及统一在线优化机制，能直接助力构建稳健智能体体系。,层级能力分类; 事务语义保障; 在线优化反馈; 持续学习循环; 多步规划验证
多伦多云,Build verifiable apps using Generative AI and Automated Reasoning,Expo Demonstration,TUE 2 DEC,noon,0.5274977684020996,0.75,0.7,0.6,0.65,0.9,0.672125,"The session aligns with BU's focus on safe, reliable AI-driven code generation using formal verification, similar to AI agent safety and correctness controls. However, the session is focused on AWS infrastructure code, a narrower domain than the BU's broad AI agent framework, limiting relevance and novelty slightly.",该Session展示了如何利用自动推理技术确保生成式AI产出的基础设施代码安全可靠，契合BU在多层次验证和线上优化循环中对可信写入与回滚保护,自动推理安全校验; 基础设施代码验证; 生成式AI与形式验证融合; 事务语义保障; 回滚与错误预防机制
多伦多云,Regulatable ML: Towards Bridging the Gaps between Machine Learning Research and Regulations,Workshop,SUN 7 DEC,8 a.m.,0.5614303350448608,0.8,0.6,0.7,0.6,0.9,0.6649999999999999,"The workshop addresses AI safety, security, and regulatory gaps which aligns well with the BU's focus on evaluation, reliability, and behavioral control in AI agents. Some methods differ but themes overlap, offering novel regulatory insights and actionable mitigation strategies for robust agent deployment.",多伦多云在AI代理可信执行与在线改进环节与Workshop聚焦的AI安全与法规紧密相关，可借鉴讲座中对安全策略和监管框架的深度分析来强化执行,AI安全风险防范; 监管合规框架; 可信计算机制; 在线改进与回滚; 多步骤行为验证
多伦多云,Learning to Steer LLMs with AI Steerability 360 and In-Context Explainability 360,Expo Demonstration,TUE 2 DEC,noon,0.5244976282119751,0.7,0.6,0.75,0.65,0.9,0.63175,"Session focuses on principled steering and explainability of LLMs, aligning with BU's interest in reliable agent behavior and evaluation frameworks; methods like targeted steering and behavior analysis partially overlap, offering novel insights and actionable tools for alignment challenges.",这个Session介绍了通过多维度工具包来精准调控大模型行为，正好契合稳健智能体中对模型行为可信、持续优化的需求，特别是在评价和在线改进环节,模型行为调控; 多维度解释工具; 持续在线优化; 行为可信保障; 多任务评估指标
多伦多云,Rich Sutton_The Oak Architecture: A Vision of SuperIntelligence from Experience,Invited Talk,WED 3 DEC,8:30 a.m.,0.6026104092597961,0.7,0.6,0.8,0.5,0.9,0.62225,"The Oak architecture aligns with continuous learning, planning, and hierarchical abstractions emphasized in the BU challenges, offering novel meta-learning insights. However, it focuses less on transactional safety and oracle rigor, reducing immediate actionability.",Oak架构的持续学习能力和元学习机制，与云BU强调的在线改进循环及多层次能力分解高度契合，有助于在真实环境中实现稳健智能体的持续优化与评估。,持续学习机制; 元学习调参; 层次化能力分类; 在线改进与评估; 模型规划与抽象
多伦多云,Introduction to Generative Computing,Expo Workshop,TUE 2 DEC,noon,0.4769301414489746,0.7,0.6,0.6,0.7,0.9,0.6222499999999999,"The session focuses on modular, compositional programming models for LLMs supporting predictability and control, aligning with BU's need for principled frameworks and reliable agents. However, BU's evaluation taxonomy and safety specifics are beyond session scope, limiting full overlap.",多伦多云需要确保Agent的鲁棒性和可控性，Mellea的模块化设计与LLM原语精准契合，有助于实现可靠的事务语义和低成本推理。该Works,模块化编程模型; 事务语义控制; 低延迟推理; 在线优化反馈; 异常容错机制
多伦多云,  → A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,Oral Paper,FRI 5 DEC,3:30-4:30,0.5433751344680786,0.7,0.6,0.75,0.5,0.9,0.6175,"Session addresses online RL data attribution and interpretability, relevant for evaluation and online improvement loops in BU. Techniques like influence-based filtering offer novelty and partial actionable insights, though the BU's focus on transactional safety and broad agent frameworks is less covered.",该会议介绍了在线强化学习中数据归因的新框架，解决了训练样本随策略动态变化的问题，正好支撑了多伦多云BU关于强化学习中持续学习和因果追踪的需求,在线强化学习数据归因; 训练数据动态变化; 策略更新影响分析; 样本效率提升; 因果解释机制
多伦多云,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,Workshop,SAT 6 DEC,8 a.m.,0.5145545601844788,0.75,0.6,0.7,0.5,0.85,0.6174375,"The session on ML and OR integration aligns well with BU's focus on principled frameworks, evaluation, and optimization, offering methodological rigor and uncertainty-aware decision-making relevant to AI agent evaluation and reliability; however, the direct applicability to specific agent write safety and online loops is moderate.",多伦多云关注AI代理的可靠性和持续学习，ML×OR研讨会强调机器学习与运筹学结合，助力提升决策过程中的不确定性处理和可解释性，直接对应多伦多,不确定性建模; 决策优化方法; 模型可解释性; 在线学习机制; 生成式AI应用
多伦多云,Second Workshop on Aligning Reinforcement Learning Experimentalists and Theorists (ARLET),Workshop,SAT 6 DEC,8 a.m.,0.44274601340293884,0.7,0.6,0.7,0.5,0.9,0.61275,"The session discusses RL theoretical and experimental gaps relevant to AI agent robustness and continuous learning, matching BU challenges. Both cover function approximation, human feedback, and RL optimization, though the BU focuses more on operational safety and hierarchical evaluation beyond RL theory.",本次Workshop聚焦理论与实验RL的结合，能助力多伦多云切实优化RL算法在复杂环境中的表现，特别在函数逼近、大状态空间及预训练模型应用上,函数逼近技术; 大状态空间处理; 预训练模型框架; 理论与实验结合; 强化学习在线优化
多伦多云,The Co-X Framework: Versatile AI Agents for Automating and Augmenting Professional Workflows,Expo Talk Panel,WED 3 DEC,4:30 p.m.,0.5846211910247803,0.7,0.6,0.75,0.6,0.85,0.6105000000000002,"The session focuses on versatile AI agents collaborating in workflows, aligning well with BU's hierarchical competency and reliable agent action framework. It covers relevant tech like long-term memory and human-in-loop feedback, offering potential novel perspectives and applicable collaboration strategies.",该BU强调AI代理的可靠性和持续学习，正与Co-X框架中多代理协作及人机反馈机制高度契合，有助提升多步骤任务执行的安全和效果。,代理多步骤规划; 人机协同反馈; 事务性操作保障; 持续在线学习; 信用归因与验证
多伦多云,  → PRIMT: Preference-based Reinforcement Learning with Multimodal Feedback and Trajectory Synthesis from Foundation Models,Oral Paper,WED 3 DEC,3:30-4:30,0.4430146813392639,0.7,0.6,0.6,0.5,0.9,0.60325,"Session addresses credit assignment and trajectory synthesis relevant to multi-step agent planning and preference-based RL, overlapping with BU interests in evaluation and continuous improvement, though the session's focus on foundation models and multimodal feedback is more specialized and indirect.",PRIMT通过结合视觉-语言模型和大语言模型实现多模态反馈，解决了奖励学习中查询歧义和归因难题，贴合多伦多云对可信行动和因果分析的需求。,多模态反馈融合; 奖励学习中的因果归因; 轨迹合成与增强; 机器人行为评估; 模型驱动的连续学习
诺亚,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.6530703902244568,0.95,0.9,0.85,0.8,0.9,0.8621249999999999,"Both focus on efficient and scalable reasoning models with constrained compute and memory; BU's advanced long-sequence and multimodal reasoning aligns well with session discourse on efficient algorithms and systems, promising high relevance, technical synergy, and actionable insights.",该BU主要聚焦长序列推理中的计算与缓存优化，恰好与会议提出的训练推理效率瓶颈及资源受限环境下算法系统创新高度契合，能借此交流动态缓存、层级编,长序列推理优化; 动态缓存管理; 分层多模态编码; 资源受限推理算法; 推理后训练方法
诺亚,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.5579525232315063,0.9,0.8,0.85,0.8,0.95,0.8287500000000001,"Both focus on long-term memory, adaptation, and efficient AI architectures for real-world deployment. Session covers persistent memory and agentic learning, directly relating to BU's iterative model and memory challenges, promising high relevance, overlapping techniques, and actionable insights.",诺亚BU专注于大规模多模态长序列推理，与展会探讨的持久记忆和动态适应机制高度吻合，有助提升边缘设备上长时记忆管理和推理效率。,持久记忆管理; 动态推理能力; 多模态长序列处理; 边缘设备部署; 适应性计算分配
诺亚,  → KVzip: Query-Agnostic KV Cache Compression with Context Reconstruction,Oral Paper,FRI 5 DEC,3:30-4:30,0.5371984243392944,0.8,0.85,0.75,0.7,0.9,0.7623749999999998,"Session focuses on KV cache compression and eviction methods highly relevant to BU's cache compression, eviction, and retrieval policies. Techniques like query-agnostic compression improve memory and latency, directly complementing BU's goals. Offers practical insights with extensive evaluation on large token context lengths.",该研究提出的KVzip有效压缩KV缓存，显著降低内存和延迟，契合长序列推理中缓存管理与计算资源约束的技术需求。,KV缓存压缩; 上下文重构; 推理延迟优化; 多任务性能保持; 长序列缓存管理
诺亚,Multimodal Algorithmic Reasoning Workshop,Workshop,SUN 7 DEC,8 a.m.,0.6060294508934021,0.85,0.75,0.8,0.7,0.9,0.75525,"Both focus on multimodal algorithmic reasoning and large-scale reasoning architectures, with overlap on reasoning, multimodal inputs, and cognitive models. The session's coverage of chain-of-thought and self-play aligns with BU interests, offering actionable insights and novel approaches relevant to the BU's challenges.",该BU关注100k+长序列的高效跨模态推理，与Session强调的多模态算法推理和动态记忆管理高度契合，能助力提升模型在复杂视觉语言任务中的,长序列跨模态推理; 动态计算分配; 稳定位置编码; 跨模态注意力优化; 推理强化训练
诺亚,Ling 2.0 and Ling-1T: Scaling Knowledge-Enhanced Large Language Models for Reasoning and Efficiency,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.6326186656951904,0.85,0.75,0.7,0.65,0.9,0.741,"Session addresses large-scale knowledge-enhanced LLMs with efficient training, reasoning, and RL strategies overlapping the BU's long-sequence reasoning and adaptive methods. Offers insights on scaling laws and attention architectures relevant to BU's goals, with actionable open-source tools presented.",该Session深入探讨了大规模Sparse MoE模型的高效训练和混合注意力机制，这与BU在长序列推理时对高效注意力机制和动态计算分配的需,稀疏专家模型; 混合注意力机制; 长序列高效推理; 动态计算分配; 跨模态信息融合
诺亚,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.5340057015419006,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"The BU focuses on long-sequence models and adaptive reasoning, aligning well with multi-turn interaction challenges and RL aspects in the workshop. Technical methods overlap in RL, dynamic inference, and alignment. The workshop promises novel insights and practical takeaways for the BU's post-training and evaluation strategies.",诺亚团队关注长序列推理与多模态融合，和会议中多轮交互下的长时依赖处理与动态记忆管理高度契合，有助优化模型的持续对话能力和多步决策效率。,长序列推理机制; 动态记忆管理策略; 多模态长序列处理; 多轮交互评估方法; 强化学习与自我博弈
诺亚,"  → Gated Attention for Large Language Models: Non-linearity, Sparsity, and Attention-Sink-Free",Oral Paper,THU 4 DEC,3:30-4:30,0.572146475315094,0.7,0.8,0.75,0.65,0.9,0.6982499999999998,"Session focuses on gated attention improvements and sparse gating mechanisms, aligning well with BU's interest in sparsity, attention methods, and stable scaling for long sequences. It offers novel gating insights applicable to long-context models, supporting actionable architecture advances.",这次工作通过引入头特异性Sigmoid门控增强了软max注意力的非线性与稀疏性，显著提高了训练稳定性和长序列推理能力，契合诺亚在长序列推理和,注意力门控机制; 非线性增强; 稀疏注意力; 训练稳定性提升; 长序列推理能力
诺亚,Beyond Benchmarks: Rethinking Reasoning in Language Models,Expo Talk Panel,TUE 2 DEC,8:30 a.m.,0.5944823622703552,0.8,0.6,0.7,0.5,0.9,0.6555,"Session critically reviews reasoning in LMs and challenges current evaluations, matching BU's focus on advancing long-sequence and complex reasoning, though it lacks specific methods BU emphasizes like KV-cache compression or multimodal input handling.",诺亚BU关注长序列推理中注意力和记忆的稳定性与资源分配，正好对应讨论中LRMs在复杂推理任务中计算利用和推理步骤的挑战。可借会谈深化对动态推,长序列注意力机制; 动态计算分配; 推理步骤分解; 多模态输入处理; 稳定的记忆写入策略
诺亚,The Art of (Artificial) Reasoning,Invited Talk,THU 4 DEC,8:30 a.m.,0.5840483903884888,0.8,0.6,0.7,0.5,0.9,0.6555,"The session addresses reasoning capabilities and RL methods relevant to BU's long-sequence and reasoning models. However, the broader, conceptual talk lacks detailed technical depth on specific architectures or memory mechanisms, limiting overlap and immediate actionable insights.",本场邀请报告深挖大型语言模型在推理及强化学习中的表现，对于诺亚BU在长序列推理和跨模态学习中的计算优化与自适应计算策略提供了理论和方法启发。,长序列推理优化; 多模态长序列处理; 动态计算分配; 强化学习推理能力; 模型压缩与记忆管理
诺亚,  → Boosting Knowledge Utilization in Multimodal Large Language Models via Adaptive Logits Fusion and Attention Reallocation,Oral Paper,FRI 5 DEC,10:00-11:00,0.6520476341247559,0.7,0.65,0.7,0.6,0.9,0.6388749999999999,"Both focus on multimodal LLMs and attention mechanisms, with the session addressing attention reallocation and leveraging external knowledge, aligning with BU's interest in adaptive compute and cross-modal attention, offering insights on improving reasoning efficiency and context utilization.",本次报告提出的适应性注意力重分配和输出层知识融合，精准解决了多模态模型中视觉与文本信息整合和知识冲突问题，契合BU对跨模态长序列推理和动态计,多模态长序列推理; 注意力偏置调节; 参数化与上下文知识融合; 动态计算资源分配; 无训练插件方法
诺亚,  → Memory Mosaics at scale,Oral Paper,FRI 5 DEC,10:00-11:00,0.6304693222045898,0.7,0.6,0.8,0.6,0.9,0.63175,"Session addresses scalable memory and in-context learning, aligning with BU's interest in persistent internal memory and long-sequence reasoning, offering novel memory architectures that outperform standard transformers, likely beneficial for BU's memory-centric challenges.",该Session提出的Memory Mosaics架构通过高效扩展支持大规模模型与海量数据训练，显著提升了新知识存储和推理能力，非常契合长序,大规模记忆网络; 新知识存储能力; 长序列推理; 模型架构优化; 计算资源节约
诺亚,  → ElasticMM: Efficient Multimodal LLMs Serving with Elastic Multimodal Parallelism,Oral Paper,FRI 5 DEC,3:30-4:30,0.5701904892921448,0.7,0.6,0.7,0.6,0.9,0.62225,"Session focuses on efficient multimodal LLM serving with adaptive resource allocation and caching, aligning with BU needs for efficient multimodal handling and cache strategies. However, the BU also demands advanced long-sequence and reasoning mechanisms beyond the session's scope.",该Session提出的弹性多模态并行策略，正好解决我们BU在多模态长序列推理中遇到的资源分配和效率瓶颈，尤其对动态计算及多阶段推理的调优提供,弹性多模态并行; 动态资源分配; 多阶段推理解耦; 推理效率优化; 统一模态缓存
诺亚,Multimodal AI Forensic Search for Video Surveillance,Expo Demonstration,TUE 2 DEC,noon,0.5231635570526123,0.7,0.6,0.7,0.6,0.9,0.62225,"The session addresses multimodal video reasoning and temporal grounding, aligning with BU's long-sequence and multimodal reasoning goals. While BU focuses more on fundamental architectures and large-scale token handling, the session's applied AI forensic focus offers relevant methods and insights for BU's challenges.",该Session展示了多模态视频检索结合时间感知推理的新技术，正好契合BU对长序列推理及多模态交互的思考，提升了检索精度和时间定位能力。,多模态检索; 时间感知推理; 长序列视频处理; 视频语义索引; 时序事件定位
诺亚,  → Dynam3D: Dynamic Layered 3D Tokens Empower VLM for Vision-and-Language Navigation,Oral Paper,WED 3 DEC,10:00-11:00,0.6222107410430908,0.7,0.6,0.7,0.5,0.9,0.61275,"Session addresses 3D vision-language models with hierarchical tokenization and dynamic memory, overlapping with BU's vision-language and memory challenges. However, focus on navigation specifics limits direct applicability. Some methods (dynamic updates, layered representations) may inform BU's memory and attention strategies.",本场报告通过动态分层的3D标记和持续更新策略，解决了视觉语言导航中对长序列、多模态动态环境记忆及空间理解的挑战，与BU关注的长距推理和记忆管,动态3D表示; 长时记忆机制; 多模态导航; 空间语义理解; 动态环境适应
诺亚,  → Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,Oral Paper,FRI 5 DEC,10:00-11:00,0.5672709941864014,0.7,0.6,0.65,0.5,0.9,0.6080000000000001,"The session focuses on RL's impact on LLM reasoning, directly relating to BU's RL objective in post-training. While BU is broader covering architecture and multimodality, RLVR insights inform BU's RL-based training strategies, yielding moderate technical overlap and potential actionable insights.",此Session深入分析了强化学习在激发大模型推理能力上的局限性，与BU中长期与多模态推理优化、动态计算调度等需求高度契合，提醒我们强化学习,强化学习推理能力边界; 多模型推理优化; 动态计算资源分配; 长期序列推理; 多模态输入处理
