title,authors,time/date,abstract
Transparent & Reflective objects In the wild Challenges,"Alex Costanzino, Pierluigi Zama Ramirez, Fabio Tosi, Matteo Poggi, Luigi Di Stefano, Jean-Baptiste Weibel, Doris Antensteiner, Markus Vincze, Benjamin Busam, Guangyao Zhai, Weihang Li, Junwen Huang",,"Depth and pose estimation are critical for enabling machines to interact effectively with the real world. Depth estimation provides the spatial structure of a scene, pose estimation localises and orients objects within it, both fundamental for robotics, augmented reality, and 3D understanding. Traditional approaches achieved impressive results on standard benchmarks like KITTI and Middlebury. However, when these methods encounter reflective and transparent objects, their performance degrades significantly. This limitation is particularly problematic as these challenging materials are common in everyday environments. TRICKY 2025 features two complementary challenges encouraging the development of next-generation algorithms capable of advanced reasoning on non-Lambertian objects."
Representation Learning with Very Limited Resources: When Data; Modalities; Labels; and Computing Resources are Scarce,"Hirokatsu Kataoka, Yuki M. Asano, Iro Laina, Rio Yokota, Nakamasa Inoue, Rintaro Yanagi, Partha Das, Connor Anderson, Ryousuke Yamada, Daichi Otsuka, Yoshihiro Fukuhara",,"Modern vision and multimodal models depend on massive datasets and heavy compute, magnifying costs, energy use, bias, copyright, and privacy risks. The “DeepSeek shock” of January 2025 spotlighted the urgency of learning powerful representations under tight resource limits. Now in its third edition, our workshop continues to explore strategies for robust representation learning when data, labels, modalities, parameters, or compute are scarce. We focus on techniques such as synthetic and distilled data, self-supervision, transfer learning, sparsity, and low-rank adaptation that squeeze maximum performance from minimal resources."
Neural SLAM Workshop,"Martin R. Oswald, Matteo Poggi, Fabio Tosi, Youmin Zhang, Yiyi Liao, Vladimir Yugay, Yue Li",,"Over the past two decades, SLAM (Simultaneous Localization and Mapping) has evolved significantly, transitioning from traditional methods to deep learning and, more recently, to Neural Radiance Fields (NeRFs) and 3D Gaussian Splatting (3DGS). Since 2021, a surge of over 200 papers has reshaped the field, enabling new applications like realistic novel view synthesis. However, this rapid progress also raises challenges, such as lack of standardized benchmarks and understanding of key design choices. This workshop aims to unite researchers interested in dense neural SLAM, fostering discussion through keynotes, posters, and panels to explore emerging trends and future directions."
End-to-End 3D Learning,"Zhiwen Fan, Qianqian Wang, Yuanbo Xiangli, Wenyan Cong, Yiqing Liang, Jiachen Li, Zhengzhong Tu, Georgios Pavlakos, Yan Wang, Achuta Kadambi",,"End-to-End 3D Learning (E2E3D) investigates unified, fully differentiable frameworks to map raw sensor data into comprehensive 3D representations. By merging multiple handcrafted stages into a single trainable pipeline, E2E3D strives to scale spatial understanding. Topics include self-supervised pretraining of large-scale 3D foundation models, efficient real-time inference on resource-limited platforms, and automated, high-fidelity 3D annotation methods. We showcase applications in autonomous driving, robotics, AR/VR, and scientific imaging—demonstrating how integrated 3D systems enhance perception, content generation, and science. Through cross-disciplinary talks, posters, and panels, participants will help define the next generation of robust, real-world 3D AI."
Multimodal Continual Learning,"Yunhui Guo, Yapeng Tian, Mingrui Liu, Sayna Ebrahimi, Henry Gouk, Sarthak Maharana",,"In recent years, advances in machine learning and computer vision have driven continual learning (CL), allowing models to learn new tasks incrementally while retaining prior knowledge without full retraining. Early CL focused on unimodal data like images for classification, but powerful multimodal models now unify images, videos, text, and audio. Multimodal continual learning (MCL) must tackle unique challenges, including modality-specific forgetting, imbalance, and maintaining cross-modal links. This MCL workshop will address these issues, highlight new research directions, and promote collaboration among researchers, practitioners, and industry, advancing inclusive, efficient continual learning for modern AI systems."
Women in Computer Vision,"Aishwarya Jadhav,Supatta Viriyavisuthisakul,Elena Govi,Chaitra Desai,Ariana Bermudez Venegas,Uma Mudenagudi,Anuhya Thota",,"Women in Computer Vision Workshop (WiCV@ICCV 2025) aims to promote and increase the participation of female-identifying researchers in the computer vision community. The workshop features technical talks, poster sessions, a panel discussion, and a mentoring dinner to foster networking, visibility, and collaboration. WiCV provides a platform to present cutting-edge research, share career insights, and discuss challenges faced by women in CV. The event is open to all ICCV attendees and strongly encourages junior researchers and students to participate. Through community support and industry sponsorship, WiCV continues its mission to build a more inclusive and diverse research ecosystem."
10th International Workshop on Recovering 6D Object Pose,"Martin Sundermeyer, Tomáš Hodaň, Médéric Fourmy, Van Nguyen Nguyen, Junwen Huang, Stephen Tyree, Jonathan Tremblay, Eric Brachmann, Sindi Shkodrani, Bertram Drost, Carsten Steger, Vincent Lepetit, Carsten Rother, Stan Birchfield, Jiří Matas",,The R6D workshop discusses topics related to model-based and model-free 6D object pose estimation which are relevant for applications such as robotic manipulation and augmented reality. The 10th workshop edition is organized in conjunction with the BOP Challenge 2025 that benchmarks the latest pose estimation methods in challenging settings including the new BOP-Industrial datasets. Find out about the latest trends and remaining challenges in object-centric 3D vision and learn how the latest methods perform in the wild on real robots.
Workshop on Knowledge-Intensive Multimodal Reasoning,"Arman Cohan, Xiangliang Zhang, Manling Li, Yapeng Tian, Minhao Cheng, Zeynep Akata, Yilun Zhao, Haowei Zhang, Tianyu Yang, Zhenting Qi, Yuyang Liu, Zhiyuan Hu, Simeng Han, Rui Xiao, Xiangru Tang",,"This workshop aims to advance the frontier of multimodal AI systems that can effectively reason across specialized domains requiring extensive domain knowledge. Recent advancements in multimodal AI—combining information from text, images, audio, and structured data—have unlocked impressive capabilities in general-purpose reasoning. However, significant challenges persist when these systems encounter scenarios demanding deep domain expertise in fields such as medicine, engineering, and scientific research. Such contexts require expert-level perception and reasoning grounded in extensive subject knowledge, highlighting the need for specialized strategies to handle domain-specific complexity. Through invited talks, panel discussions, and interactive poster sessions, researchers and practitioners from diverse backgrounds will share the latest developments, ongoing hurdles, and promising future directions for knowledge-intensive multimodal reasoning. The workshop aims to foster collaboration and stimulate innovation towards the development of next-generation multimodal AI systems capable of reliable, transparent, and contextually grounded reasoning in specialized, high-stakes environments."
Comic Intelligence Quotient: Advances and Challenges in AI-driven Comic Analysis,"Ragav Sachdeva, Emanuele Vivoli, Artemis Llabrés, Deblina Bhattacharjee, Dimosthenis Karatzas, Andrew Zisserman",,"Comics are a uniquely compelling visual storytelling medium, blending images and text, but they present significant challenges for Artificial Intelligence. Unlike natural images, comics rely on abstract, stylized panels and implicit transitions that demand complex inference, causing even state-of-the-art vision-language models to struggle with tasks like panel sequencing and cross-panel reasoning. This workshop brings together researchers from computer vision, cognitive science, and multimedia analysis to advance AI-driven comic understanding. Through talks and discussions, we will explore new methodologies for multimodal reasoning."
Multi-Modal Foundation Models for Cancer Detection and Prevention,"Ali Diba, Biagio Brattoli, Thijs Kooi, Tae Soo Kim, Sergio Pereira, Donggeun Yoo, Kayhan Batmanghelich, Yun Liu, Daniel Golden, Pranav Rajpurkar, Eun Kyoung Hong, Zelda Mariet, Shekoofeh Azizi",,"This workshop explores how multi-modal foundation models can revolutionize cancer care by integrating AI, computer vision, and machine learning. By leveraging diverse data types—such as medical imaging, genomics, and EHRs—these models enable earlier detection, personalized treatment, and better outcome prediction. Pre-trained on large datasets and fine-tuned for specific tasks, they offer adaptability across cancer types and clinical settings. The event brings together experts from academia, industry, and healthcare to share research, tackle challenges in data integration and model interpretability, and promote clinical translation. The goal is to advance cancer research and accelerate the real-world impact of AI in oncology."
2nd Workshop and Challenge on Unlearning and Model Editing,"Kartik Thakral, Diego Garcia-Olano, Tal Hassner, Iacopo Masi, Mayank Vatsa",,"The 2nd Workshop and Challenge on Unlearning and Model Editing (U&ME) is a half-day event at ICCV 2025 in Hawaii on October 19, 2025, in the afternoon, and focuses on the growing need for new, efficient, and effective techniques for editing trained models, especially large generative models. Such models have practically unlimited functionality in the output they can generate. To provide this functionality, generative models require massive amounts of data and enormous compute costs to train, making it prohibitively expensive to retrain them whenever the need arises: when safety risks are uncovered, when deploying them to compute or storage-restricted platforms, or simply due to changing requirements. In particular, ensuring these models are safe and compliant with regulations can be difficult due to their broad range of capabilities and a continuously evolving regulatory landscape."
The 6th Face Anti-Spoofing Workshop: Unified Physical-Digital Attacks Detection,"Jun Wan,Jiankang Deng,Jun Lan,Weiqiang Wang,Sergio Escalera,Hugo Jair Escalante,Xiaoming Liu,Ajian Liu,Hui Ma,Yanyan Liang,Zhen Lei,Isabelle Guyon",,"Face Anti-Spoofing (FAS) has become an important part of ensuring the reliability of biometric authentication systems. However, achieving unified detection of physical and digital attacks remains a serious challenge. Physical presentation attacks often introduce artifacts such as color distortion and moiré, while digital forgeries often tamper with facial images at the pixel level in an imperceptible way. To advance the development of this field, we released a massively expanded dataset, UniAttackData+, at the 6th Face Anti-Spoofing Workshop (ICCV 2025). The dataset covers 2,875 participants from three different ethnic groups (Africa, East Asia, and Central Asia), and a total of 18,250 real videos were collected under various lighting, background, and acquisition device conditions. For each participant, we designed and applied 54 attack methods (including 14 physical attacks and 40 digital attacks), generating a total of 679,097 forged videos, providing a rich, diverse, and challenging data resource for unified attack detection."
Short-Form Video Understanding: The Next Frontier in Video Intelligence,"Uttaran Bhattacharya,Ishita Dasgupta,Mehrab Tanjim,Chen-Yi Lu,Kunjal Panchal,Dinesh Manocha",,"Short-form videos (SVs) have proliferated as primary sources for entertainment, information, advertising, and social communication. Marketers are increasingly turning to SVs to reach their customers, and creative artists have begun to view SVs as a separate form of art and media for designing their content. Currently, SVs account for 90% of internet traffic and are estimated to be about 2.5 times more engaging than longer videos, driving their widespread popularity and diversity. Our workshop aims to consolidate efforts in SV understanding, highlight specific challenges, map the research landscape, and establish a foundation for future development in this rapidly expanding domain."
Visual Quality Assessment Competition,"Chris Wei Zhou, Jian Wang, Sizhuo Ma, Xiongkuo Min, Xiaohong Liu, Guangtao Zhai, Zhengzhong Tu, Hadi Amirpour, Shiqi Wang, Hanwei Zhu, Yixiao Li, Fan Huang, Shuo Xing, Fengjun Guo, Xin Li, Wei-Ting Chen, Xiaoshuai Hao, Ying Chen, Huasheng Wang, Pengxiang Xiao",,"The Visual Quality Assessment Competition (VQualA) Workshop at ICCV 2025 aims to advance perceptual quality evaluation in computer vision by addressing the limitations of traditional metrics such as PSNR and SSIM. Leveraging deep learning, generative models, and multimodal large language models (MLLMs), the workshop emphasizes human-aligned assessments. It features seven diverse challenges spanning low-level vision, document enhancement, face image quality, AIGC video evaluation, and visual comparison via MLLMs. Through both scalar metrics and comparative reasoning tasks, VQualA fosters more interpretable, robust, and perceptually meaningful evaluation. It unites academic and industrial communities to push the frontier of visual quality assessment forward."
The 2nd Workshop on Efficient Computing under Limited Resources: Visual Computing,"Jinyang Guo, Zhenghao Chen, Yuqing Ma, Yifu Ding, Xianglong Liu, Jinman Kim, Wanli Ouyang, Dacheng Tao",,"This workshop explores efficient methodologies in visual computing, focusing on data-efficient techniques (e.g., image/video compression), label-efficient strategies (e.g., zero/few-shot learning), and model-efficient approaches (e.g., sparsification, quantization). By bringing together experts in these areas, we aim to foster the exchange of recent findings and discuss future directions. Given the growing importance of efficiency in practical deployments, this topic has attracted significant research interest. The workshop provides a platform for presenting novel perspectives and addressing core challenges in visual computing, ultimately driving advancements that bridge academic research with real-world applications."
Workshop on Graphic Design Understanding and Generation,"Kota Yamaguchi, Cherry Zhao, Rajiv Jain, Sanket Biswas, Akshay Gadi Patil, Yuhui Yuan",,"The workshop on Graphic Design Understanding and Generation (GDUG) aims to bring together researchers, creators, and practitioners to discuss the important concepts, technical perspectives, limitations, and ethical considerations surrounding recognition and generative approaches to graphic design and documents. While recent advances in generative AI are making impressive strides in creative domains, there is a disconnect between research attempts and the real-world workflow that involves graphics design, such as the creation of a website, posters, online advertisements, social media posts, infographics, or presentation slides, where creators do not paint pixels but instead work with structured documents, such as layered object representation, stylistic attributes, and typography."
5th Workshop and Challenge on Open-World 3D Scene Understanding,"Francis Engelmann, Ayca Takmaz, Alex Delitzas, Elisabetta Fedele, Anna-Maria Halacheva, Katerina Adam, Yang Miao, Jan-Nico Zaech, Zuria Bauer, Johanna Wald, Danda Pani Paudel, Or Litany, Federico Tombari, Marc Pollefeys, Leonidas Guibas",,"The ability to perceive, understand, and interact with 3D scenes is crucial for applications in AR/VR, robotics, healthcare, and beyond. Current 3D scene understanding models are largely limited to low-level recognition tasks such as object detection or semantic segmentation, and struggle to generalize beyond predefined training labels. Recently, large VLMs such as LLAVA have demonstrated impressive capabilities. Initial works have shown their potential to extend 3D scene understanding not only to open vocabulary recognition, but also reasoning about affordances, activities, and properties of unseen environments. This workshop aims to define tasks, metrics, and benchmarks to advance this emerging direction."
13th International Workshop on Assistive Computer Vision and Robotics,"Giovanni Maria Farinella, Antonino Furnari, Marco Leo, Gerard G. Medioni, Francesco Ragusa, Mohan Trivedi",,"Designing systems with humans in the loop to assist users is an active research area with potential societal impact. Investigations require many innovations, tools, and evaluation criteria, even compared to fully autonomous systems. Implementing such systems demands significant effort to achieve reliability and raises issues related to usability, privacy, and acceptability. Moreover, multidisciplinary competencies are needed to adapt algorithms to industrial, social, medical, and economic constraints. The goal is to provide a view of how recent findings in computer vision and robotics are changing assistive technologies, emphasizing related issues and how researchers in various fields have addressed them."
First Workshop on Skilled Activity Understanding; Assessment and Feedback Generation,"Paritosh Parmar, Angela Yao, Brendan Morris, Basura Fernando",,"Imagine a world where computer vision-based systems can analyze a video of an athlete, a surgeon, a patient, or a factory worker and instantly provide expert-level actionable feedback---correcting techniques, identifying inefficiencies, and helping people refine their skills in real time. Thanks to rapid progress in video understanding, this vision is becoming reality. AI-powered systems can now analyze complex human activities, assess performance, and generate intelligent feedback, unlocking new possibilities in sports, healthcare, manufacturing, education, rehabilitation, and beyond. Through Expert Keynotes and Invited Contributions, this workshop will explore the cutting edge of skilled activity understanding, assessment, and feedback generation, bridging research and real-world applications. More info at https://sauafg-workshop.github.io"
Multimodal reasoning and slow thinking in large model era: towards system2 and beyond,"Chen Cheng, Chen Change Loy, David Clifton, Luc Van Gool, Shengwu Xiong, Peng Xu, Jiajun Zhang",,"This workshop aims to bridge the gap between computer vision and large language/reasoning models, focusing on complex tasks requiring advanced reasoning capabilities. We will explore how models can comprehend complex relationships through slow-thinking approaches like Neuro-Symbolic reasoning, Chain-of-Thought, and Multi-step Reasoning, pushing beyond traditional fixed tasks to understand object interactions within complex scenes. The goal is to bring together perspectives from computer vision, multimodal learning, and large language models to address outstanding challenges in multimodal reasoning and slow thinking in the context of large reasoning models, fostering more flexible and robust understanding in AI systems."
The Third Workshop on AI for 3D Content Creation,"Hezhen Hu, Georgios Pavlakos, Despoina Paschalidou, Nikos Kolotouros, Davis Rempe, Angel X. Chang, Kai Wang, Amlan Kar, Kaichun Mo, Daniel Ritchie, Leonidas Guibas",,"Generating realistic 3D content has been a long-standing problem and graphics, which has recently attracted increasing attention. This workshop aims to bring together researchers to explore recent advances and future directions toward building fully controllable 3D content generation pipelines. We focus on four key aspects: (1) Representations suitable for generating high-quality and controllable 3D assets; (2) Modeling techniques that enable scalable, diverse, and photorealistic generation of humans, objects, and scenes; (3) Interaction modeling for capturing dynamic human-object relations with physical realism; (4) Applications of 3D content creation in areas such as embodied AI, construction and digital design."
Workshop on Neuromorphic Vision (NeVi): Advantages and Applications of Event Cameras,Federico Becattini · Luca Cultrera · CHIARA BARTOLOZZI,,"Neuromorphic vision sensors, or event cameras, mimic biological vision by asynchronously detecting changes in illumination, enabling high temporal resolution, low power consumption, and no motion blur. These unique features support advanced applications in robotics, autonomous vehicles, and human behavior analysis, especially for motion-centric tasks. Event cameras excel in low-light conditions and fast dynamics, enabling real-time obstacle avoidance, emotion recognition, defect detection, and more. Their microsecond latency and high dynamic range offer significant advantages over conventional cameras. Moreover, their inherent data sparsity contributes to privacy preservation."
Computer Vision for Materials Science,"Alexei Skurikhin, Alexander Hagen, Kai He, Kari Sentz, Joshua Stuckner, Katherine Sytwu",,"Computer vision and machine learning are critical tools to support large-scale materials characterization and development of new materials. Quantified structure features that are extracted from the data can be leveraged in statistical and machine learning models that establish processing-structure-property-performance (PSPP) relationships to identify non-linear and unintuitive trends in the high dimensional materials development space further accelerating materials development. The aim of workshop is to bring together cross-disciplinary researchers to demonstrate recent advancements in machine learning, computer vision, and materials microscopy, and discuss open problems such as representation learning, uncertainty quantification, and explainability in materials microscopy analysis."
Advances in Image Manipulation Workshop and Challenges,"Radu Timofte, Andrey Ignatov, Marcos V. Conde, Dmitriy Vatolin, George Ciubotariu, Georgii Perevozchikov, Andrei Dumitriu, Florin Vasluianu, Chao Wang, Nikolai Karetin, Nikolay Safonov, Alexander Yakovenko",,"Image manipulation, restoration, and enhancement are key computer vision tasks serving as an important frontend of further tasks. Each step forward eases the use of images by people or computers. Not surprisingly then, there is an ever growing range of applications in fields such as surveillance, automotive, etc. or for mobile and wearable devices. 6th AIM workshop provides an overview of the advances in those areas, an opportunity for academic and industrial attendees to interact and explore collaborations. 32 papers and 18 associated competitions are gauging state-of-the-art on topics such as super-resolution, denoising, deblurring, ISP, segmentation, efficient models or quality assessment."
Computer Vision in Advertising and Marketing,"Alicja Kwasniewska, Subarna Tripathi, Maciej Szankin, Tz-Ying (Gina) Wu, Mateusz Ruminski,  Sayantan Mahinder",,"The workshop will explore cutting-edge computer vision applications in digital advertising and marketing, covering fundamental visual understanding tasks, marketing optimization systems, brand intelligence, responsible AI practices, creative generation techniques, and emerging technologies that are transforming how brands connect with audiences through visual content. Key focus areas include multimodal data processing, visual similarity analysis, real-time bidding optimization, dynamic creative optimization, brand safety monitoring, and privacy-preserving analytics. The program will also address generative AI applications in advertising, automated visual optimization, and personalized content creation, while emphasizing ethical considerations and bias mitigation in marketing technology."
Workshop on Distillation of Foundation Models for Autonomous Driving,"Burhan Yaman, Yunsheng Ma, Xin Ye, Can Cui, Mahmut Yurt, Selim Engin, Sungyeon Park, Deyuan Qu, Xu Cao, Wenqian Ye, Chun-Hao Liu, Qi Chen, Yezhou Yang, Ziran Wang",,"The 2nd Workshop on Distillation of Foundation Models for Autonomous Driving (WDFM-AD) focuses on advancing the state of the art in deploying large foundation models—such as vision-language models (VLMs) and generative AI (GenAI) models—into autonomous vehicles through efficient distillation techniques. Building on the success of our previous workshops on large language and vision models for autonomous driving, WDFM-AD aims to bring together researchers and industry professionals to explore innovative approaches that accelerate the safe, efficient, and scalable adoption of cutting-edge AI technologies in autonomous vehicles."
9th AI City Challenge,"Zheng Tang, Shuo Wang, David C. Anastasiu, Ming-Ching Chang, Anuj Sharma, Norimasa Kobori, Jun-Wei Hsieh, Tomasz Kornuta, Rama Chellappa",,"The ninth AI City Challenge advanced real-world AI applications in transportation, automation, and safety, attracting 245 teams from 15 countries—a 17% increase. Featuring four tracks, the 2025 edition introduced challenges in 3D multi-camera tracking, traffic video question answering, warehouse spatial reasoning, and efficient fisheye camera detection. Tracks 1 and 3 utilized synthetic data from NVIDIA Omniverse. The evaluation platform ensured fair benchmarking with submission limits and held-out test sets. Public dataset releases reached over 30,000 downloads. Final rankings, announced post-competition, highlighted strong global participation and new benchmarks across multiple tasks, driving progress in intelligent visual perception and reasoning."
Ego-Exo Sensing for Smart Mobility,"Yi-Ting Chen, Katie Z Luo, Wei-Chiu Ma, Stephany Berrio Perez, Boris Ivanovic, Min-Hung Chen, Zhenzhen Liu, Zi-Hui Li",,"This workshop explores a holistic approach to ego-exo sensing, integrating vehicle sensors, roadside cameras, aerial imagery, and V2V communications to advance transportation intelligence and drive progress toward smart mobility. We examine how ego-exo sensing networks enhance safety-critical scenario detection and generation, comprehensive environmental perception, cooperative driving, and multi-agent decision making, among other crucial tasks shaping the future of mobility. This workshop bridges siloed research efforts to create unified approaches for heterogeneous sensor fusion that will define next-generation mobility systems."
Generative AI for Biomedical Image Analysis: Opportunities; Challenges and Futures,"Yuanfeng Ji, Zhongying Deng, Xiangde Luo, Jin Ye, Xiyue Wang, Dan Lin, Junjun He, Jianfei Cai, Angelica I Aviles-Rivero, Carola-Bibiane Schönlieb, Shaoting Zhang, Ping Luo",,"The GAIA (Generative AI for Biomedical Image Analysis) workshop at ICCV 2025 explores how generative AI is transforming medical imaging and healthcare. The workshop focuses on three key areas: (1) Data synthesis and clinical modeling using generative models for anatomically accurate image creation and disease simulation, (2) Multimodal learning that integrates visual data with medical reports through large language models, and (3) Workflow automation streamlining medical imaging from acquisition to diagnosis. Bringing together experts from computer vision, healthcare, and AI research, the workshop addresses challenges in interpretability, regulatory compliance, and clinical reliability while showcasing opportunities for interdisciplinary collaboration in advancing biomedical image analysis."
Vision-Language Modeling in 3D Medical Imaging,"Ibrahim Ethem Hamamci, Sezgin Er, Suprosanna Shit, Ezequiel De la Rosa, Anjany Sekuboyina, Murong Xu, Chinmay Prabhakar, Christian Bluethgen, Ayse Gulnihan Simsek, Omer Faruk Durugol, Sevval Nil Esirgun, Muhammed Furkan Dasdelen, Neslihan Simsek, Gulhan Ertan Akan, Mehmet Kemal Ozdemir, Melih Akan, Chenyu Wang, Weicheng Dai, Kayhan Batmanghelich, Xiaoman Zhang, Mohammed Baharoon, Luyang Luo, Pranav Rajpurkar, Pedro R. A. S. Bassi, Yixiong Chen, Wenxuan Li, Alan Yuille, Zongwei Zhou, Hadrien Reynaud, Bernhard Kainz, Chaoyi Wu, Weidi Xie, Benjamin Hou, Zhiyong Lu, Daguang Xu, Dong Yang, Pengfei Guo, Marc Edgar, Bjoern Menze",,"The VLM3D workshop brings together pioneers in vision-language modeling and 3D medical imaging to tackle the limitations of current models, which remain primitive and clinically unfit for real-world deployment. Through keynotes, discussions, and a dedicated benchmark challenge, we will explore why today’s AI struggles with the complexity of 3D data and how to advance towards robust, deployable solutions. We aim to bridge the gap between research and clinical practice by defining critical next steps for generating reliable, interpretable, and clinically useful models. Join us to help shape the future of AI-driven 3D medical imaging."
Workshop on Advanced Perception for Autonomous Healthcare,"Ziyan Wu, Meng Zheng, Benjamin Planche, Zhongpai Gao, Anwesa Choudhuri, Terrence Chen",,"This workshop explores cutting-edge technologies, focusing on AI and computer vision, to advance autonomous, efficient, and patient-centered healthcare. It addresses challenges like medical errors and the need for precise diagnostics amid rapid technological advancements. The event facilitates collaboration among AI researchers, clinicians, and industry professionals through invited talks and paper presentations. These cover theoretical and practical applications of visual perception technologies to enhance workflow efficiency, diagnostic accuracy, reduce errors, and improve patient care. By fostering partnerships, the workshop tackles issues like staff shortages and rising healthcare costs, promoting innovative solutions for a more effective healthcare system."
Workshop on Cultural Continuity of Artists: Leveraging Artistic Legacies for AI-Driven Cultural Heritage,"Taehoon Kim,Daiwon Hyun,Nojun Kwak,Youngjoon Yoo,Sangdoo Yun,Everine Jo",,"The Workshop on Cultural Continuity of Artists (WCCA) brings together researchers, creators, and cultural institutions to explore how computer vision, multimodal AI, and XR technologies can safeguard and reinterpret artistic legacies. Our inaugural edition, co‑located with ICCV 2025, highlights the visionary South Korean fashion designer André Kim and introduces a rich, newly curated dataset from his archives."
Generative AI for Storytelling,"Andrew Shin, Yusuke Mori, Hiroaki Yamane, Hana Kopecka, Hajime Murai, Xianchao Wu, Lin Gu, Haitao Yu",,"Generative AI excels at producing stunning visuals but often fails at creating coherent, engaging stories. Storytelling demands consistency in character, plot, and setting—areas where current models fall short. This workshop explores combining advanced visual models, large language models, and multi-modal AI to generate narratives that are visually consistent and compelling. Our goal is to push generative AI beyond impressive graphics, enabling it to deliver dynamic, cohesive stories and broaden its role in content creation."
The 12th IEEE International Workshop on Analysis and Modeling of Faces and Gestures,"Joseph P. Robinson, Yun Fu, Sheng Li, Ming Shao, Yu Yin, Zhiqiang Tao",,"AMFG 2025 invites cutting-edge work in face, gesture, and multimodal recognition, where deep learning has unlocked unprecedented gains—but also raised concerns around generalization, transparency, and robustness. As models saturate benchmarks yet falter in real-world scenes with occlusion, motion, or lighting shifts, new challenges demand innovative solutions. Topics include detection and tracking, neural rendering, generative modeling, vision-language systems, kinship and soft biometrics, cross-modal fusion, benchmark creation, and ethical AI. With applications spanning HCI, surveillance, AR/VR, and behavioral science, AMFG aims to push beyond recognition into systems that interpret, adapt, and interact. Submit your work and shape the future of embodied vision."
Computer Vision for Biometrics; Identity & Behavior Science,"Abhijit Das, Mayank Vatsa, Richa Singh, Arun Ross, Vitomir Štruc, Antitza Dantcheva, Raghavendra Ramachandra",,"With growing global security concerns, biometric-based authentication and identification have become indispensable due to their reliability and robustness. Beyond physical biometrics, behavior understanding is emerging as a critical domain, aiming to interpret complex behavioral patterns that arise during interactions. Integrating both biometric and behavioral insights can lead to more secure, adaptive, and context-aware identity verification systems. Computer vision plays a pivotal role in analyzing and synthesizing biometric, identity, and behavior data. Recent advancements in research, driven by deep learning and multimodal analysis, have significantly expanded the field. However, numerous challenges remain, including effective joint modeling of multimodal cues occurring at different time scales, handling the inherent uncertainty of machine-detectable behavioral evidence, and addressing long-term dependencies in human behavior and identity recognition. This workshop aims to bring together leading researchers, industry experts, and government agencies to discuss the latest breakthroughs. It will serve as a platform to explore cutting-edge solutions, share innovative methodologies, and address the open challenges in this evolving field."
Foundation & Generative Models in Biometrics,"Hatef Otroshi Shahreza, Vitomir Štruc, Luisa Verdoliva, Zhen Lei, Arun Ross, Sébastien Marcel",,"The ICCV 2025 Workshop on Foundation and Generative Models in Biometrics aims to bring together researchers to discuss state-of-the-art advancements, applications, and challenges in using foundation and generative models for biometric recognition, analysis, and security. While foundation models have gained significant attention in recent years, their applications in biometrics remain relatively underexplored. This workshop seeks to encourage discussions that inspire innovation and address the challenges of applying these advanced models in real-world biometric systems. The program will feature invited talks and paper presentations."
Workshop on Curated Data for Efficient Learning,"George Cazenavette, Kai Wang, Zekai Li, Xindi Wu, Tongzhou Wang, Peihao Wang, Ruihan Gao, Bo Zhao, Zhangyang Wang, Jun-Yan Zhu",,"The ICCV 2025 Workshop on Curated Data for Efficient Learning (CDEL) seeks to advance the understanding and development of data-centric techniques that improve the efficiency of training large-scale machine learning models. As model sizes continue to grow and data requirements scale accordingly, this workshop brings attention to the increasingly critical role of data quality, selection, and synthesis in achieving high model performance with reduced computational cost. Rather than focusing on ever-larger datasets and models, CDEL emphasizes the curation and distillation of high-value data—leveraging techniques such as dataset distillation, data pruning, synthetic data generation, and sampling optimization. These approaches aim to reduce redundancy, improve generalization, and enable learning in data-scarce regimes. The workshop will bring together researchers and practitioners from vision, language, and multimodal learning to share insights and foster collaborations around efficient, scalable, and sustainable data-driven machine learning."
Wild3D: 3D Modeling; Reconstruction; and Generation in the Wild,"Wei-Chiu Ma, Shenlong Wang, Yufei Ye, Linyi Jin, Lea Müller, Lingjie Liu, Despoina Paschalidou, Qixing Huang, Shubham Tulsiani, David Fouhey",,"Despite recent advances in 3D modeling, reconstruction, and generation, many methods remain limited to static scenes or dense viewpoints, making them less effective in real-world, dynamic, and often sparse or noisy settings. This workshop aims to gather researchers and practitioners focused on modeling, reconstructing, and generating dynamic 3D objects or scenes under challenging, in-the-wild conditions. Leveraging progress in 3D learning, the abundance of 2D/3D data, and powerful generative models, now is an opportune time to make 3D vision more robust and accessible. The workshop encourages contributions from standard 3D topics and broader 4D directions involving dynamics and video generation."
Generating Digital Twins from Images and Videos,"Andrew Melnik, Chen Geng, Yujin Chen, Lei Ke, Qirui Wu, Jiayi Liu",,"In this workshop, we focus on 3D models enriched with processes and semantic connections, similar to those in computer game and robotic environments. These models can range in fidelity from simplified 3D representations (Digital Cousins) to highly accurate reconstructions of real-world counterparts (Digital Twins). 3D Gaussian Splatting and Diffusion Models, have demonstrated impressive success in generating 3D representations from images and video. The next frontier in 3D representation is enriching models by integrating both physical and semantic object properties through generative AI and retrieval-based approaches. 

Digital Twin Generation from Visual Data: A Survey
https://arxiv.org/abs/2504.13159"
