session_code,title,session_type,url,speakers,abstract,topics,nvidia_technologies
S81556,Agentic AI for Services at Scale: How Agentic AI Transforms Building and Data Center Services [S81556],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81556/,"Natasha Nelson (CTO Services, Schneider Electric USA)","Explore the transformative role of agentic AI and augmented operations in providing highly skilled technical services, remote and on site, to electro-sensitive operations such as large-scale data centers and others. As we cope with the growing complexity of new electrical designs, growing expectations in reliability, pressures on reduced carbon dioxide footprint, and a skilled labor shortage, agentic AI and augmented operations play critical roles in minimizing downtime, optimizing maintenance schedules, and empowering highly skilled technicians to perform the right jobs at the right time with the right tools",Energy,"CUDA, Omniverse"
S82020,A Deep Dive Into Two Telco-Built Sovereign AI Clouds [S82020],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82020/,"Bill Chang (CEO Digital InfraCo, SingTel)","More than 20 telcos worldwide have already built sovereign AI infrastructure powered by NVIDIA, with many more underway. These telco-operated national AI clouds are becoming strategic assets, combining local control and regulatory compliance with high-performance AI capabilities to serve priorities ranging from secure government workloads and public services to industrial clouds for sectors like manufacturing. This session brings together two leading operators who will dive deep into their vision and journey for sovereign AI in their markets: how they designed and built their infrastructure, what they are optimized for, how adoption is ramping, and where their roadmaps are headed. Gain a front-row view into how telcos are turning sovereign AI into real platforms for innovation, growth, and national resilience.",Telecommunications,"BlueField DPU, CUDA, Infiniband Networking, Ethernet Networking, Hopper, Interconnect Networking, NeMo, NVLink / NVSwitch, NVIDIA NIM, Blackwell, NVIDIA AI Enterprise, Blueprint, Dynamo"
S81863,A New Frontier for Vision AI with Expert Reasoning Agents [S81863],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81863/,"Edward Mauser (Director and Product Lead, Milestone Systems)","This session is designed for companies already deploying vision AI applications with NVIDIA Metropolis (DeepStream, TAO). It will outline the next steps – how to integrate Vision Language Models (VLMs) into existing pipelines to unlock new reasoning and contextual understanding capabilities. Milestone Systems, a leader in video management software, will share how they have fine-tuned NVIDIA Cosmos Reason to create a specialized and highly accurate VLM using 150,000 hours of curated video. Attendees will learn how they can use Milestone's VLM directly within their own applications and walk through their experience integrating VLMs into their video management system, XProtect. Through these use cases, we’ll examine how the next generation of VLM technology can transform video analytics into reasoning-driven applications.",Smart Cities / Spaces,"Jetson, DeepStream, Metropolis, TAO Toolkit, NVIDIA NIM, NVIDIA AI Enterprise, Cosmos"
S81489,A New Paradigm: Verifiable AI [S81489],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81489/,"Brad Lewis (Chief Revenue and Transformation Officer, AI Pathfinder); Ofir Arkin (Sr. Distinguished Engineer, NVIDIA); Jonathan Dotan (Founder, EQTY Lab)","Autonomous AI requires a new security model. From AI agents to robots, we need to rethink how we should trust these systems to deliver the full promise of their automation. Can we verify their operations, security, and alignment as we grant them access to our most coveted data and delegate them critical tasks?. As multi-agent AI systems span boundaries from cloud to edge, the challenge of maintaining trust and security across every layer of the stack—digital and physical—has never been greater. This session introduces EQTY’s verifiable AI runtime, a new approach that continuously ensures verified integrity from model training and inference to deployment in real-world, physical AI environments, including the verification of AI sovereignty.",All Industries,DOCA
S81773,Accelerate AI Inference Using DOCA for Storage [S81773],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81773/,"Oren Duer (Principal Software Architect DOCA, NVIDIA); Einav Zilberstein (Sr. Product Lead DOCA, NVIDIA)","Real-time AI inference at scale requires high-performance GPUs combined with efficient data movement, preprocessing, and data access from edge to cloud. Developers often struggle to eliminate bottlenecks that slow down inference pipelines and waste valuable compute cycles. The NVIDIA DOCA software platform enables high-performance AI inference processing by accelerating data movement and preprocessing tasks using RDMA, NIXL, and GPUNetIO. DOCA-powered storage solutions like the NVIDIA AI Data Platform design and S3-compatible storage enable seamless, high-performance data access for AI workloads. This session demonstrates how to design inference services that deliver responsive and reliable results for latency-sensitive applications in both AI factory and edge environments. It also shows how to apply DOCA-accelerated networking and storage for high-performance data access.",All Industries,"BlueField DPU, DOCA"
S81985,Accelerate Business Jet Customization With Photorealistic Rendering [S81985],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81985/,"Axel Cocat (Computer Engineer, Dassault Aviation); Jean-Charles Fedini (Falcon Graphics Lab Team Leader, Dassault Aviation)","We'll walk through how we built our graphics pipeline in Omniverse, an upgrade that slashed rendering times by nearly a factor of 100 and cut our production cycles in half. This improvement now lets us deliver photorealistic videos alongside traditional renderings, significantly enhancing what we can offer our customers. We’ll delve into our customer workflow and the custom tooling we’ve developed around Omniverse to maximize efficiency.",Aerospace,"RTX GPU, Omniverse"
S81594,Accelerate Causal Discovery in Complex Systems Using Modern GPU Techniques [S81594],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81594/,"Tomás Puig (Founder and CEO, Alembic Technologies, Inc.)","Explore how to scale causal inference using GPU-parallel spatio-temporal models. We show how to implement spiking neural networks for event detection, compute Rényi transfer entropy with custom CUDA kernels, and build lag-aware causal graphs using cuGraph, NCCL, and NVLink memory patterns. You’ll learn how to run large counterfactual simulations with CUDA streams and graph execution, and how to optimize each stage for multi-GPU NVL72 SuperPOD systems.",Media & Entertainment,"DGX Platform, Blackwell"
S81788,Accelerate Cloud Platforms for the Next Era of AI [S81788],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81788/,"Pradeep Vincent (Executive Vice President & Chief Technical Architect, OCI, Oracle Corp.); Reuven (Beno) Badash (Sr. Director of Networking Products, NVIDIA)","AI advancement depends on cloud infrastructure to deliver massive compute scale, high-performance, high resilience, and robust security. Oracle Cloud Infrastructure (OCI) is addressing these challenges through an innovative architectural approach featuring the Oracle Acceleron fabric integrated with NVIDIA BlueField technology. This session explores how OCI’s accelerated networking, intelligent isolation mechanisms, and high-speed data movement capabilities collectively form a robust and secure platform for giga-scale. Speakers will share details of the Oracle Acceleron architecture and show how it enables the world’s most demanding AI workloads. Gain a deeper understanding of the infrastructure patterns shaping modern AI platforms and how organizations can leverage them as they accelerate their AI journeys, securely and efficiently.",All Industries,"BlueField DPU, DOCA"
S82266,Accelerate Enterprise AI Adoption: Secure Your Agentic Foundations from Day 1 (Presented by CrowdStrike) [S82266],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82266/,"Mike Petronaci (CTO of Proactive Security, CrowdStrike)","Enterprise AI adoption is accelerating through AI agents embedded in applications and workflows. While these agents drive innovation, they present unique security challenges as organizations move to production. Traditional security approaches weren't built for agent architectures, creating vulnerabilities in agent logic, prompts, model interactions, and infrastructure. Learn how CrowdStrike is collaborating with NVIDIA to drive secure enterprise AI adoption across the entire AI life cycle, from governing agent behavior to protecting models, and delivering built-in protection for AI factories. By integrating security into agent design and runtime, organizations can confidently scale AI systems while managing risk.",Cloud Services,"Morpheus, NVIDIA NIM"
S81732,Accelerate Geospatial Workflows for Planetary Insight [S81732],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81732/,"May Casterline (Director, Solutions Architecture, NVIDIA); Kiruthika Devaraj (VP of Spacecraft, Planet)","Learn how the integration of NVIDIA's accelerated computing and Planet Labs' cloud-scale imagery platform is driving a revolutionary shift in geospatial workflows at scale and in real time. This integration of Earth observation innovation pioneered by Planet, NVIDIA’s platform, and AI unlocks the full potential of petabytes of Earth observation data, providing detailed, actionable insights that address some of the world’s most pressing environmental and humanitarian challenges.",Public Sector and Sovereign AI,"Grace CPU, TensorRT, OptiX, Hopper, Clara Holoscan, cuBLAS, CUDA-X, Interconnect Networking, nvCOMP, Blackwell"
S81581,Accelerate GPU Scientific Computing With nvmath-python [S81581],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81581/,"Sergey Maydanov (Sr. Software Engineering Manager, NVIDIA)","In 2024, NVIDIA unveiled nvmath-python, a library designed to bridge the gap between Python scientific community and NVIDIA CUDA-X math libraries, and it’s now generally available. You’ll learn what makes nvmath-python a useful addition for GPU-accelerated computing with Python, along with how to use the library’s unique capabilities to reach extreme levels of performance to solve cutting-edge scientific problems previously unimaginable in Python.",HPC / Scientific Computing,"CUDA, cuBLAS, CUDA-X, cuFFT"
S81683,Accelerate Grid Modernization for AI Growth Using NVIDIA Omniverse [S81683],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81683/,"Brenden Russell (Director Grid Innovation, Southern California Edison); Mike Wisniewski (NVIDIA Partner Executive, SoftServe); Adnan Chaudhry (SVP Digital Grid, Siemens Energy)","Building physically accurate digital twins for electrical grid infrastructure is becoming critical to be able simulate and predict outages during extreme weather events. We'll discuss Southern California Edison's journey of adopting Omniverse as a platform to bring all its ecosystem partners to build digital twins of the grid. Presenters will showcase how SoftServe built the solution, demonstrating Southern California Edison's vision, and in parallel helped Siemens Energy build scalable product integrating physics and AI-based models from substation.",Energy,"RTX GPU, Omniverse, Metropolis, OVX"
S81470,Accelerate Native Sparse Attention Kernels on Blackwell by CuTeDSL [S81470],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81470/,"Akash Mehra (Sr. Gen AI Algorithms Engineer, NVIDIA); Vincent Zhang (Sr. Software Engineer, NVIDIA)","We dive deep into new techniques for accelerating native sparse attention (NSA) kernels on Blackwell using CuTeDSL, showing how precise control over data movement and sparsity scheduling unlocks dramatic performance gains. Together, we'll explore practical strategies you can apply to push your model training efficiency to the next level.",HPC / Scientific Computing,CUDA
S82113,Accelerate Open Science: Incorporating CUDA Into the SciPy Ecosystem [S82113],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82113/,"Gaël Varoquaux (Co-Founder, :probabl.); Leo Fang (Python CUDA Tech Lead, NVIDIA); Ianna Osborne (Research Software Engineer, Princeton University); Travis Oliphant (Chief AI Architect, Open Teams); Katrina Riehl (Principal Technical Product Manager, NVIDIA)","As GPUs become central to scientific Python workloads, SciPy-ecosystem projects—including NumPy, SciPy, and scikit-learn—face the challenge of adopting CUDA without sacrificing usability, portability, or community values. This panel brings together open-source maintainers and ecosystem partners to discuss how tools such as CuPy, Numba, and CUDA Python are being used to accelerate core numerical routines while preserving Pythonic APIs. Panelists will share lessons from real-world integrations, including managing build and packaging complexity, handling optional GPU dependencies, and supporting diverse hardware environments. The discussion highlights how collaboration across open-source communities, hardware vendors, and scientific users enables sustainable GPU acceleration aligned with the long-term goals of the SciPy ecosystem.",HPC / Scientific Computing,CUDA
S81552,Accelerate Operational Excellence Through AIOps Resiliency Solutions [S81552],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81552/,"Ava Arnaz (Sr. AI Solutions Architect, NVIDIA)",Explore the NVIDIA AIOps resiliency tools that keep AI systems reliable at scale. Learn how to match these solutions to your operational challenges to build a practical adoption roadmap.,All Industries,"Cloud / Data Center GPU, Multi-Instance GPU (MIG), NCCL, NVLink / NVSwitch, NVIDIA Run:ai, Mission Control"
S81479,Accelerate Physical AI for the Real World: A Vision From NVIDIA Robotics Research [S81479],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81479/,"Yashraj Narang (Robotics Research Manager, NVIDIA); Jim Fan (Principal Research Scientist/Sr. Research Manager, NVIDIA)","This session will explore how a unified AI and simulation-driven approach is being used by the NVIDIA Research team to solve some of the hardest problems in robotics, transforming them from task-specific machines into adaptive, real-world collaborators. We'll cover the journey from recent Sim2Real breakthroughs toward the grand challenge of humanoid intelligence, sharing key lessons from bridging research and real-world deployment. You'll also hear perspectives on where robotics is headed, the opportunities and challenges ahead, and how the next wave could open entirely new markets.",Manufacturing,"Jetson, AGX, Isaac, Omniverse, OVX, CUDA-X, Blackwell, Cosmos"
S81663,Accelerate the Path to In-Silico Life Sciences and Drug Discovery [S81663],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81663/,"Anthony Costa (Director, Digital Biology, NVIDIA)","Representing life in silico and designing compounds and therapies that modulate that biology are among the most foundational goals of modern life sciences R&D. The community is at an inflection point: increasing volumes of sophisticated data and foundation modeling efforts require fundamental new technology to accelerate discovery. In this talk, learn about NVIDIA's efforts in addressing these challenges head-on, with new efforts in data generation, data processing, and biological and molecular foundation modeling, and research. We'll cover genomics, multi-omics, foundation model scaling, molecular discovery, and end-to-end AI-scientist workflows in this comprehensive product talk.",Healthcare & Life Sciences,"TensorRT, Clara, RAPIDS, BioNeMo, Clara Parabricks, CUDA-X, Triton, NVIDIA NIM, Blueprint, DGX Spark"
S81857,Accelerated AI Networking with DOCA [S81857],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81857/,"Alexander Petrovskiy (Sr. Product Manager, NVIDIA); Majd Dibbiny (Sr. Director DOCA engineering, NVIDIA)","As AI models scale, data center networking must provide ultra-low latency, high throughput, and programmable data paths so training and inference workloads remain efficient. With the NVIDIA DOCA software platform, developers can move critical data-path functions onto NVIDIA BlueField data processing units (DPUs) using DOCA libraries and microservices to offload, accelerate, and isolate cloud infrastructure while enhancing observability. We’ll cover how DOCA enables centralized orchestration of BlueField‑accelerated services, dynamic traffic steering, and fine‑grained network and security controls that work together to deliver secure, high‑performance fabrics with predictable performance and efficient resource utilization for multi‑tenant AI environments at scale.",All Industries,"BlueField DPU, DOCA"
S81792,Accelerated Building Blocks for Next-Generation AI+HPC Workloads [S81792],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81792/,"Heidi Poxon (Director of Product, HPC Software, NVIDIA)","Embracing next-generation technology like AI-infused scientific workflows involves blending familiar building blocks with innovation, timeliness, and purpose. Whether it's models pre-trained on petabyte-scale data for common forecasting tasks, or real-time digital twins, developers need building blocks to enable their vision. In this talk, we walk through developer software used to enable AI and HPC innovations, including recent enhancements that maximize the use of NVIDIA hardware and improve the developer experience.",HPC / Scientific Computing,"CUDA, OpenACC, cuBLAS, CUDA-X"
S82017,Accelerating Industrial Engineering: From Product Design to Manufacturing in the AI Supercomputing Era [S82017],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82017/,"Timothy Costa (General Manager (GM) for Industrial and Computational Engineering, NVIDIA)","Accelerated computing and AI supercomputing are redefining industrial engineering, spanning computational engineering (CAE) to semiconductor design and manufacturing. Together, these fields drive how the world conceives, simulates, and builds everything from advanced machinery to next-generation chips increasingly in the digital world before physical production begins. In this address, NVIDIA’s Tim Costa, general manager for Industrial and Computational Engineering, will show how CUDA-accelerated platforms, AI physics, DGX and cloud-scale AI infrastructure, and NVIDIA Omniverse are reshaping workflows across computer-aided engineering and semiconductor design and manufacturing. He will demonstrate how customers use GPU-accelerated solvers, AI physics models, and agentic AI to cut turnaround, broaden design exploration, and boost yield and reliability, revealing a unified accelerated-computing blueprint spanning classical, AI, and emerging quantum acceleration.",All Industries,"CUDA, Omniverse, Modulus, cuBLAS, CUDA-X, cuLitho, NeMo, Blackwell, Blueprint"
S82028,Accelerating Small Molecule Drug Discovery for Hard-to-Target Proteins [S82028],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82028/,"Carlo Fisicaro (CTO, Peptone, Inc.); Michele Invernizzi (Sr. Scientist, Peptone, Ltd.)","Learn about the practicalities and challenges of developing a flow-matching sequence-to-ensemble model for intrinsically disordered proteins, and an evaluation framework for ensemble prediction. You’ll see how augmented training data, experimental biophysical constraints, and dedicated benchmarks enable robust conformational ensembles where conventional predictors fail, and how these ensembles plug into GPU-accelerated protein structure generation workflows for hard-to-target oncology, central nervous system, and immunology programs.",Healthcare & Life Sciences,"DGX Platform, Infiniband Networking, Hopper, BioNeMo, cuGraph, cuML, NCCL, Triton, DGX Cloud"
S82200,Achieve 20% Higher Model Utilization: A Deep Dive on Training and Inference (Presented by CoreWeave) [S82200],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82200/,"Corey Sanders (SVP of Product, CoreWeave); Chen Goldberg (Sr. VP, Engineering, CoreWeave)","As dense frontier and mixture-of-experts models move toward multi-trillion parameters, the gap between theoretical GPU performance and actual goodput has become a bottleneck. While the industry average is 35–45% model FLOPS utilization (MFU), CoreWeave will show how to achieve 20% higher MFU with 96% goodput across clusters of hundreds of thousands of GPUs to complete training workloads efficiently. We will examine the architectural breakthroughs that made these gains possible, and provide a deep dive on how to engineer rack-scale compute from training to leveraging serverless reinforcement learning and ultra-low latency inference for the next generation of agentic AI.",All Industries,
S81463,Achieve Peak Tensor Core Performance for GEMM on Blackwell via CuTe DSL [S81463],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81463/,"Linfeng Zheng (Software Engineer, NVIDIA); Albert Di (Sr. Developer Technology Engineer, NVIDIA)","We'll walk you, step by step, through how to achieve peak Tensor Core performance for GEMM. We'll provide tutorial examples to help you get started with the CuTe DSL, and also demonstrate how to further optimize performance using the latest Blackwell hardware and software features.",Hardware / Semiconductor,CUDA
S81424,"Achieve Truly Serverless GPUs With libfuse, CRIU, and CUDA-Checkpoint [S81424]",Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81424/,"Charles Frye (Member of Technical Staff, Modal)","Unpredictable workloads make inference a natural fit for serverless computing (a.k.a. ""functions-as-a-service""). But serverless execution only works if new function replicas spin up quickly. Learn the techniques we've developed at Modal to speed up the boots of GPU containers and achieve truly serverless execution for workloads running on thousands of GPUs.",HPC / Scientific Computing,"Cloud / Data Center GPU, CUDA, Hopper, Blackwell"
S81765,"Activate Always-On AI Security, From Cloud to Edge [S81765]",Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81765/,"Bartley Richardson (Sr. Director of Engineering, NVIDIA); Mike Petronaci (CTO of Proactive Security, CrowdStrike)","AI is rapidly transforming the cybersecurity landscape, with security operations centers (SOCs) facing growing AI-powered threats that overwhelm traditional tools and workflows. AI-driven security is therefore no longer optional—it is a necessity. Organizations are now re-architecting their SOCs around specialized AI agents that can reason over massive telemetry, take action in real time, and continuously learn from adversary tactics. This session explores how organizations can move from experimentation to production by embedding specialized, agentic AI directly into SOCs to boost detection and response, elevate analyst expertise, and orchestrate defenses across dynamic environments. Learn how the CrowdStrike Charlotte AI platform integrates NVIDIA’s AI stack to power always-on security agents, building a resilient foundation for AI-driven cyber defense at enterprise scale.",All Industries,"CUDA-X, NeMo, NVIDIA NIM, Blackwell, NVIDIA AI Enterprise"
S81864,Advancing Road Safety for Roadway Users With Caltrans​ [S81864],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81864/,"Marcie Kahbody (CIO, Department of Transportation, California State)","The California Department of Transportation (Caltrans) is responsible for 50,000 miles of roadways across California. Years in the making, Caltrans has worked with companies like Accenture, Deloitte, and Microsoft, and independent software vendors such as Centific, to deliver a custom solution to solve two major concerns for California citizens: roadway efficiency, and the safety of vulnerable road users. We'll dive deep into the specific capabilities of NVIDIA solutions including NVIDIA Blueprint for video search and summarization, generative AI vision language models, Cosmos world foundations, and analytics ingestion to solve these statewide challenges.",Smart Cities / Spaces,"DeepStream, Metropolis, TAO Toolkit"
S81718,Agentic AI for the Next Generation of Financial Advisors [S81718],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81718/,"Anastasia Varava (Head of Research, SEBx, SEB); Nicolas Moch (Head of SEBx, SEB)","In this session, we'll dive into designing an agentic system to support financial analysis and advisory. Inspired by NVIDIA AI-Q Research Assistant blueprint, and leveraging NVIDIA's multi-modal retrieval-augmented generation (RAG) pipeline, our system not only provides a tool that can take financial analysis—one of the core tasks in finance—to the next level by supporting internal experts, but also makes an important step toward building a sovereign agentic architecture.",Financial Services,"TensorRT, NeMo, Triton, NVIDIA NIM, NVIDIA AI Enterprise, NVIDIA Run:ai"
S81831,AI Coding for the GPU: Build a Coding Agent to Help GPU Developers Write Speed-of-Light Code [S81831],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81831/,"Matt Frazier (Director Software Engineering, AI Technologies for Developer Tools, Matthew Frazier)","Discover the evolution of AI-assisted development for accelerated computing as we move beyond general-purpose coding assistants to specialized agents designed for high-performance CUDA optimization. While frontier models have improved at syntax correctness, they often lack the domain-specific context required to utilize the latest hardware features and achieve ""speed of light"" performance. This session details NVIDIA’s ""CUDA Intelligence"" ecosystem—a transition from simple retrieval-augmented generation (RAG) pipelines to advanced agentic workflows using the model context protocol (MCP) and agentic orchestration. We will demonstrate how we are democratizing state-of-the-art code transformation by integrating cloud profiling, Nsight tools, and expert-level optimization skills into a constellation of AI services that can run locally or in the cloud.",All Industries,"CUDA, cuBLAS, CUDA-X, cuDDN, CV-CUDA, NSight Comute, NSight Systems, CUDA Quantum, NVIDIA NIM, Blackwell, NVIDIA AI Enterprise, CUDA-Q, DGX Cloud, DGX Spark"
S82010,AI Grid Explained: From Secure AI Factories to Distributed Intelligence [S82010],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82010/,"Sree Sankar (Global Head, AI-Grid, NVIDIA); Masum Mir (SVP and GM, Provider Mobility, Cisco)","As AI adoption accelerates, isolated AI factories must scale across to a connected, distributed and secure AI grid that can run diverse workloads —from edge AI applications and telco network functions to internal AI services, digital twins, and RAN—while delivering the right performance and efficiency. This session defines what an AI grid is, why it matters, and how to build it. The speakers will walk through its reference architecture, from the compute substrate and high-performance networking to an intelligent, workload-aware control plane and orchestration that spans data centers and sites of all sizes. They will show the types of workloads that are ideal for running on an AI grid and share concrete steps telcos can take to implement a secure AI grid, where to start that journey, and how to unlock new revenue and monetization opportunities today.",Telecommunications,"BlueField DPU, Cloud / Data Center GPU, DOCA, Ethernet Networking, Hopper, Blackwell"
S82014,AI Grid for Robots: Applications and Infrastructure for Physical AI Powered by Telcos [S82014],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82014/,"Ryuji Wakikawa (VP, Research Institute of Advanced Technology, Softbank); Grant Ries (Chief Data and AI Officer, T-Mobile)","Physical AI is moving robots from labs into streets, offices, factories, and public spaces—where they must see, think, and act in milliseconds. Traditional cloud-centric architectures can’t meet the latency, reliability, and resiliency demands of these real-world uses, making a distributed AI grid essential. Two leading telecom operators will showcase physical AI use cases, demonstrating how AI-enhanced radio networks and distributed computing let robots offload heavy perception and decision workloads while maintaining real-time responsiveness and safety. The session will outline key architectural building blocks of an AI-native network, explore its evolution toward 6G, and explain why telecom AI grids are poised to become the default fabric for the next wave of physical AI.",Telecommunications,"BlueField DPU, Cloud / Data Center GPU, RTX GPU, CUDA, TensorRT, Aerial, Infiniband Networking, Ethernet Networking, Interconnect Networking, NeMo, NVLink / NVSwitch, NVIDIA NIM, DGX Spark"
S82012,AI Grid Tokenomics: Powering Distributed AI Inference at Scale [S82012],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82012/,"Andy Champagne (SVP, CTO Office, Akamai); Chris Penrose (VP and Head of Business Development Telco, NVIDIA)","As AI usage explodes, optimizing economics and performance of inference is becoming just as critical as training the models themselves. A distributed AI grid makes tokenomics radically more efficient—improving cost per token, time-to-first-token, and token throughput while delivering deterministic performance for the applications that need it most, including highly interactive and latency-sensitive experiences. In this session, two companies advancing AI grids will share which applications they prioritize for distributed versus centralized deployments and how key workload key performance indicators (KPIs) drive those choices. See concrete examples, benchmark results, and economic models that illustrate how NVIDIA-powered distributed infrastructure can enable “least-cost, best-performance” serving at scale—and what that unlocks for the next wave of AI services and business models.",Telecommunications,"BlueField DPU, Cloud / Data Center GPU, RTX GPU, CUDA, TensorRT, Aerial, Infiniband Networking, Ethernet Networking, Interconnect Networking, NeMo, NVIDIA NIM, DGX Cloud, DGX Spark"
S81664,"AI on the Front Lines of Healthcare: Unlock Clinical, Operational, and Diagnostic Value [S81664]",Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81664/,"Brad Genereaux (Global Lead, Healthcare Alliances, NVIDIA); Zachary Lipton (CTO and Chief Science Officer, Abridge AI); Davide Tricarico (CTO, AITEM Solutions); Paul Lipton (Lead Product Manager, Rad AI Reporting, Rad AI)","Learn from the digital health software leaders on the front lines of the agentic and ambient AI revolution. Panelists from a crosscut of the digital health ecosystem will share how they are deploying cutting-edge agents to solve critical healthcare challenges, such as transforming physician-patient conversations into structured notes, crafting diagnostic reports in real time, or interacting with caregivers to answer questions and guide them through receiving care.",Healthcare & Life Sciences,"Clara, Riva, RAPIDS, Metropolis"
S81996,AI Performance and Inference Economics for Engineers [S81996],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81996/,"Eduardo Alvarez (Technical Marketing Engineer, NVIDIA); Farshad Ghodsian (Sr. Technical Marketing Engineer, NVIDIA)","This technical deep dive analyzes the cost drivers for AI systems, focusing on the interdependent relationship between total cost of ownership (TCO) and performance. We will show how the influence of extreme co-design, spanning silicon, software, and the rack-scale system, unlocks new efficiency levers. The session will detail how these integrated optimizations fundamentally improve operational metrics like cost per token and token per watt in modern deployments.",All Industries,"Cloud / Data Center GPU, Hopper, Blackwell"
S81944,AI 与工业的融合：探索工业具身智能新路径 [S81944],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81944/,"晓辉 张 (CTO, 思摩尔智能科技（广州）有限公司); 响林 毛 (CEO, 思摩尔智能科技（广州）有限公司)",我们开发了与英伟达AI生态深度融合的工业具身智能控制平台。该平台基于云边端架构，并采用虚拟化和容器化技术，使得工业控制不再局限于特定硬件和操作系统，进而可根据 AI 算力需求部署到不同的硬件设施上，加速推动了 NVIDIA AI 生态与工业的融合。基于该平台，我们开发了一套工业具身智能机器人拆码垛工作站，并已批量交付给客户，以此验证了上述技术方案的可行性和可落地性。,Manufacturing,"Jetson, Isaac, Omniverse, TAO Toolkit, NVIDIA NIM"
S81564,AI-First Design: Build Smarter From Day Zero Through Every Funding Stage [S81564],Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81564/,"Amit Bleiweiss (Sr. Data Scientist, NVIDIA); Daman Oberoi (NVIDIA)","The decisions AI-first companies make on Day Zero will radically shift based on initial resources. Does a $5 million seed round change the fundamental AI strategy compared to a bootstrapped $0 start? Absolutely. This session explores four distinct Day Zero scenarios, each representing a different starting capital: $0 (Bootstrapped), $500,000 (Pre-Seed), $5 million (Seed/Series A), and $50 million (Series B+). For each scenario, we'll highlight high-leverage AI-first tactics, illustrating how capital immediately dictates where to spend resources and how fast to build proprietary technology. You'll leave with a clear, resource-aligned playbook for your own AI-first launch.",All Industries,NVIDIA NIM
S81811,"All the Precision, None of the Transistors [S81811]",Talks or Panels,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81811/,"Harun Bayraktar (Sr. Director of Software Engineering, Libraries, NVIDIA)","We challenge the notion that modern AI-era GPUs are unsuitable for high-precision computations, specifically double-precision (FP64), the cornerstone of scientific computing since 1985. While scalar and vector FP64 throughput in GPUs have continued to improve over generations, Tensor Core throughput for FP64 has not grown at the same rate as reduced-precision operations used by AI. This is alleviated with mixed-precision linear algebra algorithms and Ozaki schemes that utilize reduced-precision Tensor Cores delivering significant performance and efficiency gains while guaranteeing native FP64 accuracy. We will showcase recent advancements in these algorithms, how to use them, and demonstrate their effectiveness in real-world applications. We will also preview an experimental analysis tool designed to improve developer productivity in reasoning about precision choices.",All Industries,"CUDA, Blackwell"
