name,description,company_url,tier
Cognizant,"Cognizant (Nasdaq: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we're improving everyday life. See how at www.cognizant.com or @cognizant.",https://www.cognizant.com/,Silver
CommScope,"CommScope solutions are at the heart of Data Center networks—where simplicity, reliability and speed to deploy are paramount.  CommScope builds the world’s most advanced Fiber Optic networks with solutions that deploy quickly and easily, provide reliable service, and deliver industry-leading performance. Together, we help Data Center customers scale their networks so they can stay ahead of evolving AI applications and increasing demands.  Discover more at commscope.com",https://www.commscope.com/,Silver
"Compal Electronics, Inc","A Global Fortune 500 company with $35 Billion Revenue. One of the largest Server manufacture in the world. Compal Servers provides high-performance, reliable, and scalable server solutions for businesses of all sizes.",,Silver
Core Scientific,"Core Scientific is the trusted leader for high-performance compute (HPC) at scale for digital assets mining and high-density workloads. The company's elite team of HPC experts design, build, and operate a growing platform of purpose-built facilities for current and emerging forms of digital infrastructure. Core Scientific rapidly delivers scalable HPC data centers powered by proven, innovative HPC technology to efficiently lower the total cost of operating.",https://corescientific.com/,Silver
Dataiku,"Dataiku is The Universal AI Platform™, giving organizations control over their AI talent, processes, and technologies to unleash the creation of analytics, models, and agents. Agnostic by design, it integrates with all clouds, data platforms, AI services, and legacy systems to ensure full technology optionality — empowering customers to future-proof their AI initiatives.",https://www.dataiku.com/,Silver
DDC Solutions (a member of Daikin group),"DDC Solutions, a member of the Daikin Group, offers the industry’s most versatile data center cooling platform. Our next-generation approach to containment creates an optimized environment for every rack, achieving exceptional PUEs and supporting seamless operation of the latest NVIDIA GPUs.",,Silver
Dream,"Dream is an AI company providing cyber resilience for nations and critical infrastructure, using a suite of proprietary AI models designed to think like both a defender and an attacker. By fusing advanced posture management with AI predictive detection, Dream created a robust data ecosystem that not only anticipates but actively eliminates threats before they materialize.",,Silver
EDB,"EDB Postgres® AI (EDB PG AI) is the first open, enterprise-grade sovereign data and AI platform—secure, compliant, and scalable, on-premises and across clouds. Built on Postgres, the world’s leading database, EDB PG AI unifies transactional, analytical, and AI workloads, enabling organizations to operationalize their data and LLMs while maintaining control over sovereign environments. EDB PG AI is supported by a global partner network and delivers up to 99.999% availability .",https://www.enterprisedb.com/,Silver
EdgeConneX,"EdgeConneX provides a full range of sustainable data center solutions worldwide. We work closely with our customers to offer choices in location, scale, and type of facility, from Hyperlocal to Hyperscale. EdgeConneX is a global leader in data center services for a diverse portfolio of industries, including Content, Cloud, Networks, Gaming, Automotive, SaaS, IoT, HPC, Security, and more. With a mission predicated on taking care of our customers, our people, and our planet.",https://www.edgeconnex.com/,Silver
"EDOM Technology Co., Ltd.","More Than Distribution — EDOM is Your Best Solutions Partner. Since 1996, Taipei-based EDOM Technology has been Asia’s leading distribution and solutions provider. From IoT, automotive, and robotics to data centers and industrial applications, EDOM connects vendors, customers, and partners through deep technical expertise, reliable logistics, and comprehensive solution services.",,Silver
Elastic,"Elastic, the Search AI Company, integrates its expertise in search technology with artificial intelligence to help everyone transform data into answers, actions, and outcomes. Elastic's Search AI Platform — the foundation for its search, observability, and security solutions — is used by more than 50% of the Fortune 500.",https://www.elastic.co/,Silver
ElevenLabs,"ElevenLabs is an AI audio research and deployment company. Our team develops AI audio models that generate realistic, versatile, and contextually-aware speech, voices, and sound effects in 99 languages. Our product team tailors these models for users, prosumers, and businesses. ElevenLabs technology is used to voice audiobooks and news, animate game characters, aid film pre-production, localize media, create dynamic audio for social media and ads, and train medical professionals.",https://elevenlabs.io/,Silver
EXL,"EXL (NASDAQ: EXLS) is a leading data analytics and digital operations company. Using a data and AI-led approach, we help clients reinvent business models, improve outcomes, and drive growth. Leveraging data, AI, and deep industry expertise, EXL transforms operations across industries like insurance, healthcare, banking, media, and retail. Founded in 1999, EXL is headquartered in New York with over 65,000 employees worldwide. Learn more at www.exlservice.com.",,Silver
"F5, Inc.","F5, Inc. (NASDAQ: FFIV) is the global leader that delivers and secures every app. Backed by decades of expertise, F5 supports AI infrastructure by scaling inference, orchestration and security from cloud to edge data centers. We aim to maximize GPU efficiency, increase token capacity and reduce latency in multi-tenant environments. F5 is scaling inference through the NVIDIA Cloud Partner (NCP) reference architecture, and is in development to support future gigascale AI factories.",https://www.f5.com/,Silver
Glean,"Glean is a Work AI platform that connects to all your company’s apps and data to deliver AI search, a personal assistant, and powerful agents in one secure system. It uses an enterprise graph and personal graph to deeply understand your organization and each user, so people can find information faster, generate trusted answers, and automate work—all with real‑time permissions, governance, and extensibility via APIs and connectors.",https://www.glean.com/,Silver
GMI Cloud,"GMI Cloud delivers scalable, cost-efficient GPU solutions for AI and ML. Our platform accelerates innovation with seamless performance, security, and global capacity, optimizing AI training and inference.",https://www.gmicloud.ai/,Silver
Hydra Host,"Hydra Host is a global provider of bare metal GPU infrastructure and an NVIDIA Cloud Partner. We help organizations build sovereign AI by offering flexible GPU rentals that eliminate cloud lock-in, optimize performance, and unlock predictable costs. Hydra’s model makes high-performance compute accessible, scalable, and independent from hyperscalers.",,Silver
Ingram Micro,"Ingram Micro is a leading technology company for the global information technology ecosystem. 
With the ability to reach nearly 90% of the global population, we play a vital role in the worldwide 
IT sales channel, bringing products and services from technology manufacturers and cloud 
providers to business-to-business technology experts. Our market reach, diverse solutions and 
services portfolio, and digital platform Ingram Micro Xvantage™ set us apart. Learn more at 
www.ingrammicro.com.",https://www.ingrammicro.com/,Silver
Intel,"Intel designs and manufactures advanced semiconductors that connect and power the modern world. Every day, our engineers create new technologies that enhance and shape the future of computing to enable new possibilities for every customer we serve.",https://www.intel.com/,Silver
Intelliflex,"Intelliflex delivers advanced modular data center solutions engineered for AI and high-performance computing. Our flagship OctoPod platform combines scalability, efficiency, and rapid deployment to accelerate the rollout of next-gen AI infrastructure. By uniting engineering, manufacturing, and construction expertise, Intelliflex empowers organizations to unlock faster innovation and maximize return on investment.",,Silver
"KIOXIA America, Inc.","KIOXIA America, Inc. is the U.S.-based subsidiary of KIOXIA Corporation, a leading worldwide supplier of flash memory and solid-state drives. From the invention of flash memory to today’s breakthrough BiCS FLASH™ 3D technology, KIOXIA continues to pioneer innovative flash memory solutions including advanced smartphones, PCs, SSDs, automotive, and data centers.",https://www.kioxia.com/,Silver
Lablup Inc.,"Lablup makes AI accessible offering Backend.AI, the first NVIDIA DGX-Ready Software in APAC as a MLOps platform. It provides top-class efficiency and speed using patented fractional GPU scaling for all-size AI workloads including GenAI and LLMs to all industries like telco, finance, healthcare, etc.",,Silver
LTIMindtree,"LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 700 clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world.",https://www.ltimindtree.com/,Silver
L&T Technology Services,"L&T Technology Services (LTTS) is a global leader in AI, Digital, and ER&D Consulting Services. A listed subsidiary of Larsen & Toubro (L&T), we offer design, development, testing, and sustenance services across products and processes in Mobility, Sustainability and Tech segments. Our customer base includes 69 Fortune 500 companies and 57 top ER&D companies across industrial products, medical devices, transportation, telecom, hi-tech, and process industries.",,Silver
Marvik,"Marvik is a hands-on AI consulting firm built for the now. We design and deploy AI solutions that scale with your business and keep you competitive in industries where speed and impact matter most. With more than 200 projects delivered and a team of senior AI specialists, we bring expertise in computer vision, agents and LLMs, predictive analytics, robotics and gen AI. Backed by leading technology partners, we help organizations move from idea to production, fast, safe, and at scale.",,Silver
MEGMEET,"Megmeet is a leading turnkey solution provider specializing in power solutions for data centers and networking, e-mobility and EV infrastructure, industrial automation and drives, healthcare, green energy, consumer and lifestyle electronics applications.
MEGMEET's global footprint includes R&D centers in China, Germany, Sweden, and The United States; Manufacturing centers in Thailand, India, The United States and China; and regional offices throughout North America, Europe and Asia.",,Silver
MiTAC Computing Technology Corporation,"MiTAC Computing delivers comprehensive, energy-efficient solutions – from servers and racks to fully integrated clusters – with expertise in AI, HPC, cloud, and edge computing. We offer agile, customized platforms ensuring optimal performance and scalability. Leveraging the latest in AI and liquid cooling, MiTAC Computing stands out with innovative, efficient, and reliable technology, providing integrated hardware and software solutions — empowering businesses to meet future challenges.",,Silver
Netris,"Netris is the leading Network Automation, Abstraction, and Multi-Tenancy (NAAM) Platform purpose-built for GPU Clouds and Enterprise AI Factories. It provides the essential foundation for transforming GPUs from idle capital expense into sustainable revenue. By automating complex multi-fabric networks across Ethernet, InfiniBand, NVLink, DPUs, Virtual, and Edge, Netris enables operators to launch AI clouds in weeks instead of years and ensure secure, compliant multi-tenancy.",,Silver
NTT DATA,"NTT DATA combines deep industry expertise, global partnerships, and a comprehensive IT and business services portfolio. We deliver consulting, applications, operations, and infrastructure for predictable, high-quality outcomes. Our offerings span business and technology consulting, data and AI, and industry solutions, helping clients develop, implement, and manage applications, infrastructure, and connectivity.",https://www.nttdata.com/,Silver
Nutanix,"Nutanix provides organizations a secure, unified platform for running applications and AI and managing data anywhere. The Nutanix software platform helps simplify operations for traditional and modern applications, freeing you to focus on organizational goals. Trusted by over 29,000 customers worldwide, Nutanix empowers you to transform digitally and run hybrid cloud environments consistently, easily, and cost-effectively.",https://www.nutanix.com/,Silver
nVent,"nVent is a global leader in electrical connection and protection solutions,  nVent specializes in complete liquid cooling architecture design, offering solutions that encompass the entire cooling circuit from the Coolant Distribution Unit (CDU) Technology Cooling System (TCS) to the server, AC&DC Power distribution. High Density Liquid Cooled Services ensuring lower total cost of ownership and ease of installation. We Do Cool Stuff",,Silver
Quantinuum,"As the world’s largest integrated quantum company, Quantinuum is leading the development of the most powerful quantum computers and the most advanced quantum software solutions. With our full-stack technology and world-class scientists, we are rapidly scaling quantum computing to solve tomorrow’s biggest challenges.‍  We are making the impossible possible.",https://www.quantinuum.com/,Silver
Rafay,"Rafay builds infrastructure orchestration and workflow automation software that powers self-service compute consumption for Sovereign AI Clouds, Cloud Service Providers & large Enterprises. Customers leverage the Rafay Platform to orchestrate multi-tenant consumption of cloud-native and AI infrastructure along with AI platforms and applications such as AI-Models-as-a-Service, Accenture's AI Refinery, and other 3rd-party applications.",https://rafay.co/,Silver
Red Hat,"Red Hat is the world’s leading provider of enterprise open source software solutions, using a community-powered approach to deliver reliable and high-performing Linux, hybrid cloud, container, and Kubernetes technologies. Red Hat helps customers integrate new and existing IT applications, develop cloud-native applications, standardize on our industry-leading operating system, and automate, secure, and manage complex environments.",https://www.redhat.com/,Silver
Sanmina Corporation,,,Silver
Seagate Technology,"Seagate drives innovation in cloud, AI, and ML with cutting-edge storage solutions. Using nanoscale engineering and sustainable practices, we achieve leading areal density. Our devices power data ecosystems from edge to cloud, caring for people, planet, and prosperity while unlocking data’s value.",https://www.seagate.com/,Silver
Siemens,"Siemens is a leading technology company focused on industry and infrastructure. The company’s purpose is to create technology to transform the everyday, for everyone. By combining the real and the digital worlds, Siemens empowers customers to accelerate their digital transformations, making factories more efficient, cities more livable, and transportation more sustainable. A leader in industrial AI, Siemens leverages its deep domain know-how to apply AI  to real-world applications.",https://www.siemens.com/,Silver
Solidigm,"Solidigm, a pioneer in enterprise data storage, leverages decades of product leadership and technical innovation, collaborating with customers to transform their business and propel them into the data-centric future.  Our legacy of industry leadership is helping enable AI and more with our robust end-to-end product portfolio for core data centers to the edge. Headquartered in Rancho Cordova, California, Solidigm operates globally as a standalone subsidiary of SK hynix Inc.",https://www.solidigm.com/,Silver
Spectro Cloud,"Turn the chaos of Kubernetes into effortless control, whatever the shape of your business. Spectro Cloud delivers simplicity and control to organizations running Kubernetes at any scale. With its Palette platform, Spectro Cloud empowers businesses to deploy, manage, and scale Kubernetes clusters effortlessly — from edge to data center to cloud — while maintaining the freedom to build their perfect stack.",https://www.spectrocloud.com/,Silver
Tech Mahindra,"Tech Mahindra is a global consulting service and systems integrator that operates in over 90+ countries, delivering solutions with a unique blend of digital innovation and robust, industry-strong processes. With our promise to help our customers Scale at Speed™, we design future state solutions for industry leaders and offer innovative digital experiences that enable them to transform and scale at speed. Our aim is to enable enterprises, associates, and society to Rise for a more equal world.",https://www.techmahindra.com/,Silver
TrendAI,"TrendAI™, a business unit of Trend Micro and global AI security leader, makes the world safer for digital information exchange across enterprises, governments, and organizations. Powered by security expertise and innovation, TrendAI™ leverages artificial intelligence to protect over 500,000 enterprises and millions of individuals across AI, cloud, networks, endpoints, and devices. AI Fearlessly. TrendMicro.com",,Silver
vCluster,"vCluster is the leading open-source solution for Kubernetes tenancy, enabling platform teams to create fully isolated virtual clusters within existing infrastructure. With declarative configuration, teams can provision secure environments across the full spectrum of tenancy models, from namespaces to dedicated GPU and bare metal clusters, while reducing costs and ensuring strong workload isolation.",https://www.vcluster.com/,Silver
Wipro Limited,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading AI-powered technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our consulting-led approach and the Wipro Intelligence™ unified suite of AI-powered platforms, solutions and transformative offerings, we help clients realize their boldest ambitions to build intelligent and sustainable businesses.",https://www.wipro.com/,Silver
ZutaCore®,"ZutaCore® is a leader in waterless, direct liquid cooling solutions for AI and high-performance computing (HPC) workloads. Powered by our two-phase HyperCool® technology, we remove heat directly at the source - eliminating water usage, cutting energy consumption by up to 82%, and enabling higher compute density. Our closed-loop systems deliver sustainable, reliable, and cost-efficient cooling for next-generation workloads.",,Silver
MediaTek,"As a global leader in semiconductor solutions, MediaTek powers the technology that connects and enriches everyday life. From smartphones, smart homes and autos, to transformative technologies like AI and 5G, MediaTek lays the foundation for a smarter and more connected world.",https://www.mediatek.com/,A La Carte
Pellera Technologies,"Pellera empowers businesses to achieve 
greater efficiency, adaptability, and growth for today and tomorrow. 

Pellera reshapes what’s possible with IT, offering 
advanced solutions in digital infrastructure, cloud, cybersecurity, 
and AI. Pellera doesn’t just deliver technology—we partner with you to 
build tailored strategies designed to simplify complexities, unlock 
opportunities, and drive transformational outcomes.",,A La Carte
Salesforce,"Salesforce is the #1 AI CRM, helping companies become Agentic Enterprises where humans and AI agents drive customer success together. Powered by one trusted, unified platform that connects data, AI, and Customer 360 apps to scale digital labor, boost productivity, and deepen customer relationships.",https://www.salesforce.com/,A La Carte
TSMC,"TSMC, founded in 1987, pioneered the semiconductor Dedicated IC Foundry business model. TSMC is dedicated to advancing leading-edge technologies and unleashing innovations, powering the next generation of AI visions with silicon leadership.",https://www.tsmc.com/,A La Carte
AAEON,"Established in 1992, AAEON is a major player of industrial and embedded computing solutions, focusing on innovation for Industry 4.0, AI hardware, and IoT. AAEON develops hardware and intelligent automated services for global OEM/ODMs and system integrators, offering customized end-to-end services from product concept and development to volume manufacturing, after-sales support, and continuous advancement of industry standards and processes.",,Exhibitor
Abridge,"Abridge was founded in 2018 to power deeper understanding in healthcare. The enterprise-grade AI platform transforms medical conversations into clinically useful and billable documentation at the point of care, reducing administrative burden and clinician burnout while improving patient experience. With deep EHR integration, support for 28+ languages, and 50+ specialties, Abridge is implemented across a wide range of care settings, including outpatient, emergency department, and inpatient.",,Exhibitor
Accelsius,"Accelsius enables sustainable, high-performance computing through two-phase, direct-to-chip liquid cooling. Our NeuCool™ platform delivers unmatched heat removal with non-conductive fluid, reducing energy use and protecting IT assets. We support hyperscalers, OEMs, and colos aiming to maximize density and uptime—especially for AI. NeuCool ensures superior heat removal and chip-level thermal uniformity for next-gen GPUs.",,Exhibitor
Adaption,"Adaption builds enterprise-grade AI systems designed to adapt as real-world conditions change. While most models rely on static training and costly retraining cycles, Adaption enables intelligence that continuously evolves through interaction with live data and environments. The result is efficient, scalable AI that operates across domains, languages, and operational constraints, built for deployment, reliability, and impact at production scale.",,Exhibitor
"ADLINK Technology, Inc.","ADLINK Technology Inc. is a global leader in edge AI computing, designing advanced hardware and software for embedded and intelligent systems. Its COTS portfolio—including computer-on-modules, industrial motherboards, and edge AI platforms—is built for industrial reliability and long lifecycle support. Over 1,600 customers worldwide trust ADLINK to power mission-critical applications from healthcare to autonomous systems.",,Exhibitor
Aetina Corporation,"Aetina is a leading provider of Edge AI solutions, offering Arm and x86-based AI computing systems, platforms, and software tools. Its integrated solutions leverage NVIDIA Jetson SoMs, GPUs, and AI development suites to enable efficient, scalable AI deployments across verticals, accelerating edge intelligence with ecosystem-driven innovation.",,Exhibitor
AI21,"Frontier AI models and systems, open for builders, designed for the Enterprise.",https://www.ai21.com/,Exhibitor
AIBLE,"Aible transforms how companies make strategic decisions, act optimally, react to changes, and align across the organization using AI as an enabler for collaboration at scale.
Aible empowers everyone to have a say in the AI that affects their lives, by providing tools appropriate for their unique skills and needs.",https://www.aible.com/,Exhibitor
AIC Inc.,"AIC is a global leader in designing and manufacturing high-performance enterprise servers and next-generation AI storage solutions. With 30 years of expertise, AIC is recognized for its high-density storage servers, mainstream servers, storage server barebones, and advanced AI storage offerings. Headquartered in Taiwan, AIC operates worldwide with offices across the United States, Asia, and Europe, and remains committed to driving innovation across diverse industries. Visit: www.aicipc.com",,Exhibitor
AI Pub by Ten: Making Every GPU Count,"Founded in 2020 in S. Korea, Ten develops AI Pub, a platform that optimizes AI infrastructure, enabling operators to allocate GPU resources efficiently, fairly, and dynamically for developers and researchers while maximizing ROI on high-cost GPUs. Ten also offers RA:X, an automated benchmarking tool to configure servers more cost-effectively and for higher performance. Both solutions are widely adopted in S. Korea by major corporations, educational institutions, and government agencies.",,Exhibitor
AI-RAN Alliance,"The AI-RAN Alliance is a collaborative consortium focused on enabling the evolution and advancement of AI integration into RAN. Established in 2024, the Alliance strives to promote innovation, establish best practices, and drive the development of AI technologies that enhance the performance, efficiency, and flexibility of RAN systems used in telecommunications. For more information, visit: https://ai-ran.org/",,Exhibitor
Alembic Technologies Inc.,"Alembic is a next-generation Causal AI platform that provides enterprises with unprecedented intelligence around the effects of their actions. Initially focused on how marketers connect advertising spend to revenue, Alembic’s ambition is to provide Causal inference analysis across the enterprise. Its proprietary Causal AI and graph neural-network architecture enable deterministic attribution, revenue forecasting, and insight generation across brand, performance, and omnichannel budgets.",,Exhibitor
Aligned Data Systems,"Aligned Data Centers is a leading provider of sustainable, ultra-efficient, and adaptive data center infrastructure built to scale AI innovation. Backed by 50+ patents in award-winning cooling technology and rapid energy and land enablement, we support the world’s most demanding AI, HPC, and cloud workloads. Aligned is committed to local communities, transforming industrial sites into technology hubs that create jobs and develop skilled workforces.",,Exhibitor
Altos Computing Inc.,"Altos Computing Inc., a subsidiary of Acer Inc., was founded in 2017 to shape the future of intelligent computing. Powered by agile R&D and a strong partner ecosystem, Altos delivers end-to-end solutions across AI servers, workstations, thin clients, displays, networking, and storage. With a focus on AI, HPC, and modern infrastructure, Altos helps organizations accelerate digital transformation. Altos is listed on the Taipei Exchange Emerging Stock Market.",,Exhibitor
AMAX,"AMAX is a leading global provider of advanced computing solutions for AI, HPC, edge, and data center applications. With decades of engineering expertise, AMAX specializes in designing, building, and deploying solutions that deliver superior performance, reliability, and efficiency—helping customers overcome complex challenges in AI technology implementation.",,Exhibitor
Amphenol,"Amphenol Communications Solutions (ACS), a division of Amphenol Corporation, is a world leader in interconnect solutions for Communications, Mobile, RF, Optics, and Commercial electronics markets.",,Exhibitor
Analog Devices,"Analog Devices is a global semiconductor leader that combines analog, digital, and software technologies into solutions that help drive advancements in Automotive, Consumer, Datacenter and Industrial applications at the Intelligent Edge.",https://www.analog.com/,Exhibitor
Applied Digital,"Applied Digital designs and operates high-performance AI data centers that turn power into progress. With
scalable campuses and waterless cooling, our Polaris Forge model delivers compute at speed, eff iciency, and
impact unmatched in the industry.",https://www.applieddigital.com/,Exhibitor
APPRO Photoelectron Inc.,"APPRO is dedicated in image processing technology and has own algorithm to do customize the image quality to meet the real needs of customers. For the AI and Deep Learning applications, APPRO can offer a “good eyes” to help customers to do analysis.",,Exhibitor
Arango,"Arango solves the data infrastructure nightmare of building GenAI apps that get in the way of delivering ROI and business value. The Arango GenAI Data Platform enables developers to build enterprise-grade GenAI applications, eliminating the complexity and costs of integrating fragmented tools and technologies, within a single integrated environment. At its core is a massively scalable multi-model database, combining graph, vector, document, key-value, and search data.",,Exhibitor
Arize AI,"Arize AI is an agent and AI engineering platform for observing, evaluating, and improving AI agents and LLM applications. With purpose-built observability and evaluation tools, teams can evaluate output quality, understand agent behavior, and continuously improve from development through production.",https://arize.com/,Exhibitor
Arrcus,"A leading provider of networking software solutions that empower businesses to achieve unparalleled scalability, performance, and reliability. Arrcus' disaggregated solutions deliver innovative, agile, and cost-effective networking, allowing enterprises to break free from rigid, monolithic systems.",,Exhibitor
"AVerMedia Technologies, Inc.","A leading global provider of application-ready Physical AI turnkey solutions and recognized for its expertise in video and audio technologies, AVerMedia offers customized, fully integrated hardware and software solutions to accelerate AI deployments across industries such as smart cities, robotics, and industrial automation. As an NVIDIA Elite Partner, AVerMedia is dedicated to delivering cutting-edge AI inference solutions that enable businesses to scale AI effectively and reliably at the edge.",,Exhibitor
Aviz Networks,"Aviz partners with NVIDIA to deliver the ultimate AI networking stack optimized for Networks for AI and AI for Networks. From Spectrum-X fabrics with multi-tenant orchestration and GPU-aware telemetry, to SONiC on NVIDIA Spectrum switches, DPU-accelerated Service Nodes, and GPU-powered Network Copilot™, we pair NVIDIA’s world-class hardware with Aviz AI-native software for scalable, efficient, and intelligent AI operations.",,Exhibitor
"Axiomtek Co., Ltd.","Founded in 1990, Axiomtek is a leading designer and manufacturer of industrial computers and embedded solutions. Its broad portfolio includes embedded boards, SOMs, edge AI, fanless and industrial systems, network appliances, medical PCs, gateways, transportation solutions, and digital signage. Through integrated embedded computing services, Axiomtek delivers reliable board- to system-level solutions across edge AI, automation, transportation, retail, healthcare, energy, and more.",,Exhibitor
Basler,"Basler AG is an international leader and experienced expert in computer vision. The company offers a broad coordinated portfolio of vision hardware and software. In addition, it enables customers to solve their vision application issues by developing customer-specific products or solutions. Founded in 1988, the Basler Group employs around 850 people at its headquarters in Ahrensburg, Germany, as well as other sales and development locations throughout Europe, Asia, and North America.",,Exhibitor
Beamr,"Beamr (Nasdaq: BMR), a leader in high-performance video workflows powered by AI, is trusted by top media companies like Netflix and Paramount. Beamr’s proprietary Content-Adaptive Bitrate technology (CABR), a winner of the Emmy® Award for Technology and Engineering reduces video file size by 30%—50% without compromising visual quality—addressing demand for efficient video workflows across high-growth markets such as media and entertainment, user-generated content, and autonomous vehicles.",,Exhibitor
Bechtel,"Bechtel is a trusted engineering, construction and project management partner to industry and government. Differentiated by the quality of our people and our relentless drive to deliver the most successful outcomes, we align our capabilities to our customers’ objectives to create a lasting positive impact. Since 1898, we have helped customers complete more than 25,000 projects that have created jobs, grown economies, and made the world a safer, cleaner place.",,Exhibitor
"Beehe Electric(Taicang) Co., Ltd.","Beehe Electric Co.,Ltd  was founded in 2006, The headquarter is located in Taicang City, Jiangsu Province, which is known as one of the top 100 industrial counties in China. Beehe dedicated to the research and development, design and manufacturing of industrial thermal control systems, with strong design, process control, production and service abilities. Beehe is the only supplier recommended by Intel list that can provide reliable one-stop data center liquid cooling solutions.",,Exhibitor
Bitdeer AI,"Bitdeer AI, an NVIDIA Cloud Partner in Singapore, delivers an integrated AI platform spanning AI Data Center infrastructure and a unified AI Cloud. The platform combines GPU Compute, AI Studio, Database Management Systems, a Model Library, and an AI Agent Platform, offering secure, scalable, and high-performance AI capabilities. We help organizations reduce deployment complexity, optimize cost and performance, and accelerate the transition from experimentation to production-ready AI.",,Exhibitor
"BizLink Technology, Inc.",,,Exhibitor
Booz Allen,"Booz Allen is an advanced technology company delivering outcomes with speed for America’s most critical priorities. We build technology solutions using AI, cyber, and other cutting-edge technologies to advance and protect the nation and its citizens. By focusing on outcomes, we enable our people, customers, and their missions to succeed—accelerating the nation to realize our purpose: Empower People to Change the World®. To learn more, visit www.boozallen.com.",https://www.boozallen.com/,Exhibitor
Bulk Infrastructure,"Bulk Infrastructure delivers AI-ready digital infrastructure from the Nordics. Located in cooler climates with access to renewable power, our data center campuses are ideally positioned for large-scale AI, combining lower-carbon operations with direct fiber connectivity to the US, UK and Europe. With secured grid capacity, the ability to scale to gigawatt-scale campuses and next-generation deployments already live, we enable Hyperscalers and NeoClouds to deploy quickly and grow with confidence.",,Exhibitor
Canonical,"Canonical, the publisher of Ubuntu, provides open source security, support and services. Our portfolio covers critical systems, from the smallest devices to the largest clouds, from the kernel to containers, from databases to AI. With customers that include top tech brands, emerging startups, governments and home users, Canonical delivers trusted open source for everyone. 

Learn more at https://canonical.com/",https://canonical.com/,Exhibitor
Carahsoft Technology Corp.,"Carahsoft Technology Corp. is The Trusted Government IT Solutions Provider®, supporting Public Sector organizations across Federal, State and Local Government agencies and Education and Healthcare markets.",,Exhibitor
Chai Discovery,"Chai Discovery is an applied research lab working on the future of medicine. We build models that can predict and reprogram interactions between molecules. Our latest generative model, Chai-2, produces functional molecules with drug-like properties in a single-shot. Our ambition is to build a computational design suite for therapeutics, radically accelerating the pace at which new medicines are discovered and developed.",,Exhibitor
Chenbro,"Chenbro, founded in 1983, is a pioneer in the design and manufacturing of integrated solutions for rackmount and tower servers, and personal computer chassis. With strong R&D and manufacturing capabilities, Chenbro has been recognized by tier-1 cloud service providers. Chenbro offers three service models: OTS (Off-The-Shelf), JDM/ODM (Joint Design Manufacturing), and OEM Plus, positioning itself as a global leader in Integrated Enclosure Solutions for the Cloud Industry (5G/AI/AIoT).",,Exhibitor
Classiq Technologies Inc.,"Classiq is the leading quantum computing software company, providing the technology that makes it practical for enterprises and researchers to access and harness quantum computing. Classiq’s platform transforms high-level functional models into optimized, hardware-ready quantum circuits automatically. This enables teams to develop algorithms faster, optimize them for cost and performance, and make quantum applications usable sooner, without deep hardware expertise.",,Exhibitor
ClearML,"As the leading infrastructure platform for unleashing AI in organizations worldwide, ClearML is used by more than 2,100 customers to manage GPU clusters and optimize utilization, streamline AI/ML workflows, and deploy GenAI models effortlessly. ClearML is an NVIDIA partner and is trusted by more than 300,000 forward-thinking AI builders and IT teams at leading Fortune 500 companies, enterprises, academia, public sector agencies, and innovative start-ups worldwide.",https://clear.ml/,Exhibitor
Clockwork.io,"Clockwork is the Software-Driven Fabric company maximizing GPU utilization and making AI workloads resilient to failure. Powered by FleetIQ, it delivers sub-microsecond cross-stack observability, workload-aware fault tolerance, and acceleration to achieve up to 2× faster jobs and peak cluster utilization across Ethernet, RoCE, and InfiniBand. Companies including Uber, Wells Fargo, DCAI, WhiteFiber, Nebius, and Nscale rely on Clockwork for their most demanding workloads.",,Exhibitor
Cloudian,"Cloudian's HyperScale® AI Data Platform is an integrated solution for AI workloads, built on Cloudian’s award-winning enterprise-grade, S3-compatible object storage. Featuring S3 RDMA, Cloudian enables TB/s bandwidth between storage and NVIDIA GPUs for accelerated training and inference. Deploy AI infrastructure on-premises with full data sovereignty, exabyte scalability, and seamless hybrid cloud integration. Built-in security, multitenancy, and robust management simplify AI operations at scale",https://cloudian.com/,Exhibitor
Cohere Technologies,"Cohere is the innovator of Universal Spectrum Multiplier (USM) software for 4G, 5G, and Multi-G. USM significantly improves mobile networks in any FDD and TDD spectrum band. Cohere is the innovator of Pulsone™ Technology which is based on the Zak-OTFS waveform for ISAC and NTN. Pulsone is a trademark of Cohere Technologies. The company is headquartered in San Jose, Calif. (USA). Website: www.cohere-tech.com",,Exhibitor
Cohesity,"Cohesity protects, secures, and provides insights into the world’s data. As the leader in AI-powered data security, Cohesity helps organizations strengthen resilience, accelerate recovery, and reduce IT costs. With Zero Trust security and advanced AI/ML, Cohesity Data Cloud is trusted by customers in more than 140 countries, including 70% of the Global 500. Cohesity is also backed by industry leaders such as NVIDIA, Amazon, Google, IBM, Cisco, and HPE.",https://www.cohesity.com/,Exhibitor
